epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.6668723225593567,,,,,
0,64,,,0.5328401327133179,26340578.0,0.6567677855491638,1.086464762687683,0.6567677855491638
0,64,0.6878634095191956,,,,,,
1,99,,0.678004801273346,,,,,
1,129,,,0.5272499918937683,23459242.0,0.6491406559944153,1.113608479499817,0.6491406559944153
1,129,0.6471835970878601,,,,,,
2,149,,0.6464346647262573,,,,,
2,194,,,0.5170859694480896,23844556.0,0.6379091739654541,1.0996533632278442,0.6379091739654541
2,194,0.6459234356880188,,,,,,
3,199,,0.6523817181587219,,,,,
3,249,,0.6013759970664978,,,,,
3,259,,,0.5066794753074646,23404654.0,0.6345852613449097,1.0947623252868652,0.6345852613449097
3,259,0.6396718621253967,,,,,,
4,299,,0.5674827694892883,,,,,
4,324,,,0.534599781036377,26993196.0,0.6527017951011658,1.0787872076034546,0.6527017951011658
4,324,0.6450455188751221,,,,,,
5,349,,0.6259810328483582,,,,,
5,389,,,0.5272648930549622,25492690.0,0.6478150486946106,1.0898205041885376,0.6478150486946106
5,389,0.6412680745124817,,,,,,
6,399,,0.6049793362617493,,,,,
6,449,,0.5989203453063965,,,,,
6,454,,,0.5078811645507812,24874804.0,0.6301436424255371,1.077736496925354,0.6301436424255371
6,454,0.6379699110984802,,,,,,
7,499,,0.6301417350769043,,,,,
7,519,,,0.5037208199501038,22416894.0,0.6294521689414978,1.0996681451797485,0.6294521689414978
7,519,0.638480007648468,,,,,,
8,549,,0.6773690581321716,,,,,
8,584,,,0.5243605971336365,26606372.0,0.6430440545082092,1.0738856792449951,0.6430440545082092
8,584,0.6339861154556274,,,,,,
9,599,,0.677027702331543,,,,,
9,649,,0.6618594527244568,,,,,
9,649,,,0.5094486474990845,25228060.0,0.6242382526397705,1.0721074342727661,0.6242382526397705
9,649,0.6359349489212036,,,,,,
10,699,,0.6613790392875671,,,,,
10,714,,,0.4881613552570343,19961520.0,0.6294506192207336,1.118284821510315,0.6294506192207336
10,714,0.6325047016143799,,,,,,
11,749,,0.6269955635070801,,,,,
11,779,,,0.5062289834022522,22613672.0,0.6283921003341675,1.1015374660491943,0.6283921003341675
11,779,0.6398503184318542,,,,,,
12,799,,0.6219451427459717,,,,,
12,844,,,0.5268552303314209,22532836.0,0.6503020524978638,1.1265159845352173,0.6503020524978638
12,844,0.6401517987251282,,,,,,
13,849,,0.6934842467308044,,,,,
13,899,,0.6610725522041321,,,,,
13,909,,,0.5247880816459656,24844834.0,0.642945408821106,1.0944654941558838,0.642945408821106
13,909,0.6472643613815308,,,,,,
14,949,,0.5811762809753418,,,,,
14,974,,,0.5204628705978394,22317336.0,0.6414870619773865,1.1218640804290771,0.6414870619773865
14,974,0.6438315510749817,,,,,,
15,999,,0.6337196826934814,,,,,
15,1039,,,0.5109736919403076,23742940.0,0.6294451355934143,1.093612790107727,0.6294451355934143
15,1039,0.6413732767105103,,,,,,
16,1049,,0.6331773400306702,,,,,
16,1099,,0.6600254774093628,,,,,
16,1104,,,0.5133806467056274,24331614.0,0.6306053400039673,1.0922397375106812,0.6306053400039673
16,1104,0.6393806338310242,,,,,,
17,1149,,0.6426581144332886,,,,,
17,1169,,,0.5121250152587891,23619446.0,0.6263235807418823,1.0999699831008911,0.6263235807418823
17,1169,0.6373558044433594,,,,,,
18,1199,,0.641167938709259,,,,,
18,1234,,,0.5050905346870422,22110894.0,0.6245452165603638,1.1077018976211548,0.6245452165603638
18,1234,0.637584924697876,,,,,,
19,1249,,0.6429969668388367,,,,,
19,1299,,0.6097068190574646,,,,,
19,1299,,,0.5121787190437317,26227090.0,0.6221135854721069,1.0651296377182007,0.6221135854721069
19,1299,0.6368366479873657,,,,,,
20,1349,,0.567020058631897,,,,,
