epoch,state_change_arousal val_MAE,state_change_arousal val_MAPE,state_change_arousal val_RMSE,state_change_arousal val_SMAPE,state_change_valence val_MAE,state_change_valence val_MAPE,state_change_valence val_RMSE,state_change_valence val_SMAPE,step,train_loss_epoch,train_loss_step,val_loss
0,,,,,,,,,49,,2.47952938079834,
0,0.6240123510360718,6778600.5,0.8718128204345703,1.885921835899353,1.051687479019165,14753091.0,1.4057635068893433,1.651847243309021,65,,,2.277576446533203
0,,,,,,,,,65,2.4149653911590576,,
1,,,,,,,,,99,,2.1762561798095703,
1,0.59126877784729,7948359.0,0.8189316987991333,1.8020559549331665,0.8980852365493774,14871214.0,1.2033648490905762,1.5237195491790771,131,,,2.02229642868042
1,,,,,,,,,131,2.2251224517822266,,
2,,,,,,,,,149,,2.0306882858276367,
2,0.5415411591529846,11010935.0,0.7358220219612122,1.655781626701355,0.6651114821434021,14484104.0,0.8983590006828308,1.320695161819458,197,,,1.634181022644043
2,,,,,,,,,197,2.003434658050537,,
3,,,,,,,,,199,,1.8118572235107422,
3,,,,,,,,,249,,1.7335410118103027,
3,0.49498724937438965,10776256.0,0.6781322956085205,1.5846019983291626,0.5503588914871216,13647138.0,0.7493691444396973,1.2142268419265747,263,,,1.4275014400482178
3,,,,,,,,,263,1.8076063394546509,,
4,,,,,,,,,299,,1.7510054111480713,
4,0.4332121014595032,12485066.0,0.5933368802070618,1.4692262411117554,0.5023130178451538,13299400.0,0.684848964214325,1.172027587890625,329,,,1.2781858444213867
4,,,,,,,,,329,1.6737626791000366,,
5,,,,,,,,,349,,1.4627313613891602,
5,0.4139814078807831,12758847.0,0.5720933079719543,1.4378093481063843,0.47285109758377075,13922093.0,0.6346542835235596,1.1276357173919678,395,,,1.2067475318908691
5,,,,,,,,,395,1.5751667022705078,,
6,,,,,,,,,399,,1.5336912870407104,
6,,,,,,,,,449,,1.4296691417694092,
6,0.3648180663585663,12415428.0,0.5030835866928101,1.3665363788604736,0.43044930696487427,11905009.0,0.5932154059410095,1.1169837713241577,461,,,1.0962989330291748
6,,,,,,,,,461,1.4853605031967163,,
7,,,,,,,,,499,,1.4604835510253906,
