epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,1.0162262916564941,,,,,
0,70,,,0.7043197154998779,17936930.0,0.9157218337059021,1.0971189737319946,0.9157218337059021
0,70,1.029952049255371,,,,,,
1,99,,0.8890754580497742,,,,,
1,141,,,0.648173451423645,17440790.0,0.8394706845283508,1.047892451286316,0.8394706845283508
1,141,0.9037941098213196,,,,,,
2,149,,0.9091259241104126,,,,,
2,199,,0.8086673021316528,,,,,
2,212,,,0.552560567855835,13227876.0,0.7166264653205872,0.9948647618293762,0.7166264653205872
2,212,0.8324214220046997,,,,,,
3,249,,0.7998784780502319,,,,,
3,283,,,0.4553079903125763,13782467.0,0.6084875464439392,0.8906123042106628,0.6084875464439392
3,283,0.7687321901321411,,,,,,
4,299,,0.7159717679023743,,,,,
4,349,,0.7218641042709351,,,,,
4,354,,,0.3986659049987793,11536977.0,0.536109447479248,0.8607356548309326,0.536109447479248
4,354,0.7135833501815796,,,,,,
5,399,,0.6286495923995972,,,,,
5,425,,,0.38755640387535095,11066479.0,0.5311789512634277,0.8569747805595398,0.5311789512634277
5,425,0.6644011735916138,,,,,,
6,449,,0.6239262819290161,,,,,
6,496,,,0.34549471735954285,10648893.0,0.4663609564304352,0.8124722838401794,0.4663609564304352
6,496,0.6200636625289917,,,,,,
7,499,,0.6418111324310303,,,,,
7,549,,0.5296568870544434,,,,,
7,567,,,0.3160214126110077,9299944.0,0.4371699392795563,0.7975056767463684,0.4371699392795563
7,567,0.6005344986915588,,,,,,
8,599,,0.5643196105957031,,,,,
8,638,,,0.2712179124355316,7622334.5,0.37976399064064026,0.7690322399139404,0.37976399064064026
8,638,0.5679860711097717,,,,,,
9,649,,0.5975150465965271,,,,,
9,699,,0.5545791983604431,,,,,
9,709,,,0.28016209602355957,7986504.0,0.3961031138896942,0.7681781649589539,0.3961031138896942
9,709,0.5527471899986267,,,,,,
10,749,,0.5651292204856873,,,,,
10,780,,,0.266737699508667,7474482.5,0.3727227449417114,0.7723405957221985,0.3727227449417114
10,780,0.5368661284446716,,,,,,
11,799,,0.5504865646362305,,,,,
