arousal val_MAE,arousal val_MAPE,arousal val_RMSE,arousal val_SMAPE,epoch,step,train_loss_epoch,train_loss_step,val_loss,valence val_MAE,valence val_MAPE,valence val_RMSE,valence val_SMAPE
,,,,0,49,,1.599790334701538,,,,,
0.5257290601730347,26342824.0,0.6430579423904419,1.0708560943603516,0,65,,,1.5357840061187744,0.6780433654785156,15914796.0,0.8927260637283325,1.0376300811767578
,,,,0,65,1.6603714227676392,,,,,,
,,,,1,99,,1.6461074352264404,,,,,
0.521479606628418,25483430.0,0.640008270740509,1.0768529176712036,1,131,,,1.5026154518127441,0.6490090489387512,18407560.0,0.8626071214675903,0.9771214127540588
,,,,1,131,1.5516241788864136,,,,,,
,,,,2,149,,1.4821724891662598,,,,,
0.5149005651473999,25295750.0,0.6305772662162781,1.0725409984588623,2,197,,,1.4632505178451538,0.6462746262550354,14134889.0,0.8326732516288757,1.0414836406707764
,,,,2,197,1.5268937349319458,,,,,,
,,,,3,199,,1.6367065906524658,,,,,
,,,,3,249,,1.5670034885406494,,,,,
0.491965115070343,19411130.0,0.6176521182060242,1.1248092651367188,3,263,,,1.4002225399017334,0.605599582195282,14797524.0,0.7825704216957092,1.0018374919891357
,,,,3,263,1.507686972618103,,,,,,
,,,,4,299,,1.3884506225585938,,,,,
0.4773368835449219,18612638.0,0.6005303263664246,1.1174155473709106,4,329,,,1.3730943202972412,0.5750465393066406,15623327.0,0.7725639343261719,0.9472357630729675
,,,,4,329,1.467995047569275,,,,,,
,,,,5,349,,1.4125882387161255,,,,,
0.48439744114875793,22876512.0,0.5993126630783081,1.068385362625122,5,395,,,1.346066951751709,0.5739530920982361,14236228.0,0.7467543482780457,0.9688206315040588
,,,,5,395,1.4570659399032593,,,,,,
,,,,6,399,,1.3653918504714966,,,,,
,,,,6,449,,1.4031819105148315,,,,,
0.46689435839653015,20601444.0,0.5810074210166931,1.0769740343093872,6,461,,,1.2941052913665771,0.5288693904876709,14305426.0,0.7130978107452393,0.9170638918876648
,,,,6,461,1.4310542345046997,,,,,,
,,,,7,499,,1.450998306274414,,,,,
0.4645417332649231,21177146.0,0.5804672241210938,1.0697702169418335,7,527,,,1.238133192062378,0.4916401505470276,12828931.0,0.6576659679412842,0.9008094072341919
,,,,7,527,1.4159492254257202,,,,,,
,,,,8,549,,1.4434852600097656,,,,,
0.44739121198654175,21194762.0,0.5607160329818726,1.0464402437210083,8,593,,,1.2338275909423828,0.5033559799194336,13110800.0,0.6731115579605103,0.9168902635574341
,,,,8,593,1.4034119844436646,,,,,,
,,,,9,599,,1.3614885807037354,,,,,
,,,,9,649,,1.424316644668579,,,,,
0.4364856779575348,18894544.0,0.5508973598480225,1.0657265186309814,9,659,,,1.2329442501068115,0.5260947346687317,12559120.0,0.6820468902587891,0.949445366859436
,,,,9,659,1.3902255296707153,,,,,,
,,,,10,699,,1.3308041095733643,,,,,
0.4323984384536743,17629822.0,0.5422729849815369,1.073026180267334,10,725,,,1.1916440725326538,0.49933841824531555,11377008.0,0.6493710875511169,0.9320351481437683
,,,,10,725,1.380833625793457,,,,,,
,,,,11,749,,1.3526031970977783,,,,,
0.39256924390792847,16832722.0,0.4997210204601288,1.0417104959487915,11,791,,,1.104148030281067,0.45086604356765747,13307321.0,0.6044269800186157,0.8644401431083679
,,,,11,791,1.3645190000534058,,,,,,
,,,,12,799,,1.3758307695388794,,,,,
,,,,12,849,,1.2041375637054443,,,,,
0.3920591175556183,15368192.0,0.5003387928009033,1.0601896047592163,12,857,,,1.0889012813568115,0.4294567108154297,13109594.0,0.5885624885559082,0.8343199491500854
,,,,12,857,1.3316636085510254,,,,,,
,,,,13,899,,1.2862052917480469,,,,,
0.3933674395084381,16992406.0,0.4982932507991791,1.0406378507614136,13,923,,,1.0652097463607788,0.42200103402137756,11649243.0,0.5669164657592773,0.8460878729820251
,,,,13,923,1.3185755014419556,,,,,,
,,,,14,949,,1.1912879943847656,,,,,
0.39399608969688416,13973316.0,0.503221869468689,1.0821077823638916,14,989,,,1.0656075477600098,0.41005760431289673,12311517.0,0.562385618686676,0.8271227478981018
,,,,14,989,1.2965378761291504,,,,,,
,,,,15,999,,1.2948763370513916,,,,,
,,,,15,1049,,1.3168971538543701,,,,,
0.4073023200035095,18622022.0,0.505716860294342,1.0311132669448853,15,1055,,,1.0721161365509033,0.4313421845436096,10453189.0,0.5663992166519165,0.8692620992660522
,,,,15,1055,1.3046855926513672,,,,,,
,,,,16,1099,,1.3164684772491455,,,,,
0.3612529933452606,15337372.0,0.4706786274909973,1.0253958702087402,16,1121,,,1.0260121822357178,0.3971787989139557,12152446.0,0.5553335547447205,0.8126362562179565
,,,,16,1121,1.282034158706665,,,,,,
,,,,17,1149,,1.2328145503997803,,,,,
0.35865336656570435,17370896.0,0.46402305364608765,0.9979004859924316,17,1187,,,1.0342779159545898,0.4157390594482422,12875936.0,0.5702548027038574,0.8222478032112122
,,,,17,1187,1.2705764770507812,,,,,,
,,,,18,1199,,1.2337969541549683,,,,,
,,,,18,1249,,1.348266363143921,,,,,
0.3547605872154236,15866500.0,0.45610201358795166,1.0109533071517944,18,1253,,,0.9777421951293945,0.37991324067115784,10759661.0,0.5216401815414429,0.8110155463218689
,,,,18,1253,1.26509690284729,,,,,,
,,,,19,1299,,1.2946319580078125,,,,,
0.337516725063324,14180270.0,0.4395545721054077,1.0159956216812134,19,1319,,,0.9656126499176025,0.3837874233722687,11559186.0,0.5260580778121948,0.8011162281036377
,,,,19,1319,1.2447962760925293,,,,,,
,,,,20,1349,,1.2815626859664917,,,,,
0.35387465357780457,16010719.0,0.4512578845024109,1.0120831727981567,20,1385,,,0.9742315411567688,0.3845200538635254,11297477.0,0.5229736566543579,0.8046115040779114
,,,,20,1385,1.2404632568359375,,,,,,
,,,,21,1399,,1.2313408851623535,,,,,
,,,,21,1449,,1.2078025341033936,,,,,
0.3358781039714813,13694059.0,0.43254587054252625,1.0202326774597168,21,1451,,,0.9559148550033569,0.3885740041732788,12243195.0,0.5233690142631531,0.7971810698509216
,,,,21,1451,1.2367230653762817,,,,,,
,,,,22,1499,,1.238410472869873,,,,,
0.336122989654541,13037809.0,0.4413400888442993,1.028857946395874,22,1517,,,0.9578974843025208,0.36776497960090637,11524093.0,0.5165573954582214,0.7828521132469177
,,,,22,1517,1.211692452430725,,,,,,
,,,,23,1549,,1.2544653415679932,,,,,
0.3311743438243866,16113474.0,0.4325660467147827,0.9855473041534424,23,1583,,,0.932689368724823,0.35307660698890686,10359292.0,0.5001233220100403,0.7866209745407104
,,,,23,1583,1.2109483480453491,,,,,,
,,,,24,1599,,1.2388347387313843,,,,,
,,,,24,1649,,1.2827143669128418,,,,,
0.3393196761608124,12422647.0,0.4450767934322357,1.0407257080078125,24,1649,,,0.9572638273239136,0.3784894645214081,10823676.0,0.5121870040893555,0.8036224246025085
,,,,24,1649,1.2003740072250366,,,,,,
,,,,25,1699,,1.1397194862365723,,,,,
0.31545379757881165,14135671.0,0.41872701048851013,0.9899632334709167,25,1715,,,0.9279550313949585,0.37107086181640625,11300607.0,0.5092280507087708,0.7851420640945435
,,,,25,1715,1.2058851718902588,,,,,,
,,,,26,1749,,1.2231577634811401,,,,,
