epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.924566388130188,,,,,
0,59,,,0.5731044411659241,15643642.0,0.6943931579589844,1.3865046501159668,0.6943931579589844
0,59,0.9119797348976135,,,,,,
1,99,,0.7479326128959656,,,,,
1,119,,,0.5261797904968262,12777446.0,0.6821895837783813,1.3740493059158325,0.6821895837783813
1,119,0.7400832772254944,,,,,,
2,149,,0.7743670344352722,,,,,
2,179,,,0.4936194121837616,18700624.0,0.595791220664978,1.2632395029067993,0.595791220664978
2,179,0.7469959259033203,,,,,,
3,199,,0.7323116064071655,,,,,
3,239,,,0.4288536608219147,17013932.0,0.5474158525466919,1.211089015007019,0.5474158525466919
3,239,0.7065514922142029,,,,,,
4,249,,0.8443805575370789,,,,,
4,299,,0.7603954076766968,,,,,
4,299,,,0.44037407636642456,13002065.0,0.5428980588912964,1.2518240213394165,0.5428980588912964
4,299,0.7079035639762878,,,,,,
5,349,,0.7446171641349792,,,,,
5,359,,,0.4735898971557617,16355311.0,0.570130467414856,1.2439234256744385,0.570130467414856
5,359,0.6979286670684814,,,,,,
6,399,,0.7147125601768494,,,,,
6,419,,,0.4436962902545929,21213220.0,0.572881817817688,1.1565314531326294,0.572881817817688
6,419,0.6975581645965576,,,,,,
7,449,,0.6674480438232422,,,,,
7,479,,,0.4094781279563904,17292020.0,0.5101680755615234,1.1628689765930176,0.5101680755615234
7,479,0.6805720925331116,,,,,,
8,499,,0.7482156157493591,,,,,
8,539,,,0.41153180599212646,12704636.0,0.507642924785614,1.2265220880508423,0.507642924785614
8,539,0.676707923412323,,,,,,
9,549,,0.6933309435844421,,,,,
9,599,,0.8040098547935486,,,,,
9,599,,,0.3658331036567688,11663677.0,0.47167202830314636,1.1883549690246582,0.47167202830314636
9,599,0.6828972101211548,,,,,,
10,649,,0.6026086211204529,,,,,
10,659,,,0.4017583131790161,13201835.0,0.5253960490226746,1.22737717628479,0.5253960490226746
10,659,0.6758893728256226,,,,,,
11,699,,0.625485360622406,,,,,
11,719,,,0.38710761070251465,9259079.0,0.497458815574646,1.243408441543579,0.497458815574646
11,719,0.7062711715698242,,,,,,
12,749,,0.6746745109558105,,,,,
12,779,,,0.43522128462791443,13111206.0,0.5354712009429932,1.2480958700180054,0.5354712009429932
12,779,0.6949483752250671,,,,,,
13,799,,0.7076268792152405,,,,,
13,839,,,0.3993552029132843,16256315.0,0.5148590803146362,1.157407522201538,0.5148590803146362
13,839,0.6972509622573853,,,,,,
14,849,,0.6345160603523254,,,,,
14,899,,0.5737824440002441,,,,,
14,899,,,0.39749714732170105,12901621.0,0.5021911859512329,1.233750581741333,0.5021911859512329
14,899,0.68086838722229,,,,,,
15,949,,0.7046711444854736,,,,,
15,959,,,0.36144760251045227,16698939.0,0.4721415638923645,1.1170523166656494,0.4721415638923645
15,959,0.6625188589096069,,,,,,
16,999,,0.707086443901062,,,,,
16,1019,,,0.34690192341804504,10165843.0,0.44942614436149597,1.1786457300186157,0.44942614436149597
16,1019,0.6457672119140625,,,,,,
17,1049,,0.6139023900032043,,,,,
17,1079,,,0.34753113985061646,10645293.0,0.4457288682460785,1.1735358238220215,0.4457288682460785
17,1079,0.634860634803772,,,,,,
18,1099,,0.5161176919937134,,,,,
18,1139,,,0.28754377365112305,12320445.0,0.3787566125392914,1.0863839387893677,0.3787566125392914
18,1139,0.6230406165122986,,,,,,
19,1149,,0.5576401352882385,,,,,
19,1199,,0.6854270100593567,,,,,
19,1199,,,0.3422533869743347,10422042.0,0.4334438145160675,1.183483600616455,0.4334438145160675
19,1199,0.6210189461708069,,,,,,
20,1249,,0.6839244365692139,,,,,
20,1259,,,0.3317263424396515,10251628.0,0.4119011461734772,1.1602394580841064,0.4119011461734772
20,1259,0.6505371928215027,,,,,,
21,1299,,0.5245465636253357,,,,,
21,1319,,,0.2927175760269165,10639291.0,0.37407946586608887,1.1174553632736206,0.37407946586608887
21,1319,0.6295626163482666,,,,,,
22,1349,,0.5805363655090332,,,,,
22,1379,,,0.276834100484848,9536863.0,0.38254398107528687,1.1118210554122925,0.38254398107528687
22,1379,0.6151813864707947,,,,,,
23,1399,,0.5735979676246643,,,,,
23,1439,,,0.24729062616825104,8415705.0,0.3187868893146515,1.0810739994049072,0.3187868893146515
23,1439,0.6006808876991272,,,,,,
24,1449,,0.694739580154419,,,,,
24,1499,,0.5989627838134766,,,,,
24,1499,,,0.2342313677072525,8321097.0,0.32034602761268616,1.062438726425171,0.32034602761268616
24,1499,0.5902066826820374,,,,,,
25,1549,,0.5007639527320862,,,,,
25,1559,,,0.31544923782348633,10918671.0,0.4181419312953949,1.1338132619857788,0.4181419312953949
25,1559,0.5940107703208923,,,,,,
26,1599,,0.5102430582046509,,,,,
26,1619,,,0.20728689432144165,7549634.0,0.2889530658721924,1.0435525178909302,0.2889530658721924
26,1619,0.5887088179588318,,,,,,
27,1649,,0.5109170079231262,,,,,
27,1679,,,0.21907949447631836,7137641.5,0.2912534177303314,1.0581101179122925,0.2912534177303314
27,1679,0.5786084532737732,,,,,,
28,1699,,0.6651414036750793,,,,,
28,1739,,,0.2581328749656677,10261106.0,0.354987233877182,1.085632085800171,0.354987233877182
28,1739,0.5725797414779663,,,,,,
29,1749,,0.5041187405586243,,,,,
29,1799,,0.5456917881965637,,,,,
29,1799,,,0.23497667908668518,8591476.0,0.30923205614089966,1.062704086303711,0.30923205614089966
29,1799,0.5872980952262878,,,,,,
