epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.9616721868515015,,,,,
0,64,,,0.6617541313171387,15708178.0,0.8916136026382446,0.9906105995178223,0.8916136026382446
0,64,0.9877035021781921,,,,,,
1,99,,0.9572564363479614,,,,,
1,129,,,0.5900794267654419,15228922.0,0.7706944346427917,0.9332290887832642,0.7706944346427917
1,129,0.9101632237434387,,,,,,
2,149,,0.7995508313179016,,,,,
2,194,,,0.6036804914474487,16923266.0,0.7923151254653931,0.9221206307411194,0.7923151254653931
2,194,0.8842429518699646,,,,,,
3,199,,0.8276022672653198,,,,,
3,249,,1.0029761791229248,,,,,
3,259,,,0.600602924823761,15477105.0,0.7930900454521179,0.9331004023551941,0.7930900454521179
3,259,0.8800313472747803,,,,,,
4,299,,0.8393700122833252,,,,,
4,324,,,0.5852506756782532,14709518.0,0.7565603852272034,0.9350294470787048,0.7565603852272034
4,324,0.8689332604408264,,,,,,
5,349,,0.9341529011726379,,,,,
5,389,,,0.6020165681838989,13222587.0,0.788792073726654,0.9745393395423889,0.788792073726654
5,389,0.8609306216239929,,,,,,
6,399,,0.8847392201423645,,,,,
6,449,,0.8153248429298401,,,,,
6,454,,,0.5677547454833984,15823255.0,0.7562676668167114,0.8812406659126282,0.7562676668167114
6,454,0.8521673679351807,,,,,,
7,499,,0.7453420758247375,,,,,
7,519,,,0.5688818693161011,11872405.0,0.7428825497627258,0.9710476994514465,0.7428825497627258
7,519,0.8448185324668884,,,,,,
8,549,,0.7272323369979858,,,,,
8,584,,,0.5610566735267639,13485946.0,0.7129096984863281,0.9378474354743958,0.7129096984863281
8,584,0.8313328623771667,,,,,,
9,599,,0.7783576250076294,,,,,
9,649,,0.9188413619995117,,,,,
9,649,,,0.5373183488845825,11044253.0,0.703645646572113,0.9365391731262207,0.703645646572113
9,649,0.8262965679168701,,,,,,
10,699,,0.74727463722229,,,,,
10,714,,,0.5584245920181274,13407806.0,0.7236402034759521,0.9312412738800049,0.7236402034759521
10,714,0.8412986993789673,,,,,,
11,749,,0.7801156044006348,,,,,
11,779,,,0.5494869351387024,12241709.0,0.7077528238296509,0.9336726665496826,0.7077528238296509
11,779,0.8294222354888916,,,,,,
12,799,,0.9393274784088135,,,,,
12,844,,,0.5418370962142944,15624436.0,0.7204235196113586,0.8748323321342468,0.7204235196113586
12,844,0.8296487927436829,,,,,,
13,849,,0.8147794008255005,,,,,
13,899,,0.898891806602478,,,,,
13,909,,,0.5079813599586487,13743789.0,0.6654879450798035,0.8689221739768982,0.6654879450798035
13,909,0.8252164125442505,,,,,,
14,949,,0.8020133376121521,,,,,
14,974,,,0.5075770020484924,13000974.0,0.6674507260322571,0.8715565800666809,0.6674507260322571
14,974,0.8202718496322632,,,,,,
15,999,,0.7176244258880615,,,,,
15,1039,,,0.49503621459007263,11023996.0,0.6559926867485046,0.8857170939445496,0.6559926867485046
15,1039,0.8132433891296387,,,,,,
16,1049,,0.8170759081840515,,,,,
16,1099,,0.8659899830818176,,,,,
16,1104,,,0.6247578263282776,11103110.0,0.8130624890327454,1.0253325700759888,0.8130624890327454
16,1104,0.8260077834129333,,,,,,
17,1149,,0.855626106262207,,,,,
17,1169,,,0.5371378660202026,13758090.0,0.7034088373184204,0.8906476497650146,0.7034088373184204
17,1169,0.8707907199859619,,,,,,
18,1199,,0.8234140872955322,,,,,
