epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.5989775657653809,,,,,
0,63,,,0.5304387211799622,25548996.0,0.6448054313659668,1.0732582807540894,0.6448054313659668
0,63,0.683110773563385,,,,,,
1,99,,0.5890149474143982,,,,,
1,127,,,0.4800720810890198,14565170.0,0.6155305504798889,1.1875951290130615,0.6155305504798889
1,127,0.6389458179473877,,,,,,
2,149,,0.6468334197998047,,,,,
2,191,,,0.42383307218551636,22498342.0,0.5402480959892273,0.9977981448173523,0.5402480959892273
2,191,0.600278913974762,,,,,,
3,199,,0.570544958114624,,,,,
3,249,,0.5018927454948425,,,,,
3,255,,,0.3658640384674072,13009694.0,0.4600631892681122,1.0551308393478394,0.4600631892681122
3,255,0.5691010355949402,,,,,,
4,299,,0.5183810591697693,,,,,
4,319,,,0.37280723452568054,19496718.0,0.4910123944282532,0.9801009893417358,0.4910123944282532
4,319,0.5699791312217712,,,,,,
5,349,,0.6175352334976196,,,,,
5,383,,,0.3332307040691376,13040256.0,0.4378046691417694,1.0164552927017212,0.4378046691417694
5,383,0.5684432983398438,,,,,,
6,399,,0.4564974308013916,,,,,
6,447,,,0.30356693267822266,13709114.0,0.3854852616786957,0.9807582497596741,0.3854852616786957
6,447,0.5378175377845764,,,,,,
7,449,,0.596081018447876,,,,,
7,499,,0.5240142941474915,,,,,
7,511,,,0.2934134304523468,12475887.0,0.3877762258052826,0.9774144291877747,0.3877762258052826
7,511,0.5413243174552917,,,,,,
8,549,,0.4655563235282898,,,,,
8,575,,,0.3256428837776184,19087508.0,0.4354456067085266,0.9315153360366821,0.4354456067085266
8,575,0.5233230590820312,,,,,,
9,599,,0.5505701303482056,,,,,
9,639,,,0.2715720236301422,12066305.0,0.3657761812210083,0.9579012393951416,0.3657761812210083
9,639,0.5191537141799927,,,,,,
10,649,,0.4751167893409729,,,,,
10,699,,0.6036621928215027,,,,,
10,703,,,0.27047199010849,12906756.0,0.3871973156929016,0.9386136531829834,0.3871973156929016
10,703,0.5055679678916931,,,,,,
11,749,,0.5523940324783325,,,,,
11,767,,,0.2599888741970062,9486063.0,0.36003297567367554,0.9761862754821777,0.36003297567367554
11,767,0.5020367503166199,,,,,,
12,799,,0.4436560869216919,,,,,
12,831,,,0.2623891830444336,12567972.0,0.3528536856174469,0.9404165744781494,0.3528536856174469
12,831,0.48789557814598083,,,,,,
13,849,,0.5544890761375427,,,,,
13,895,,,0.2153552770614624,10536407.0,0.319929838180542,0.9137543439865112,0.319929838180542
13,895,0.4873053729534149,,,,,,
14,899,,0.3850497007369995,,,,,
14,949,,0.5194132328033447,,,,,
14,959,,,0.30921104550361633,16012189.0,0.4045887887477875,0.9282422661781311,0.4045887887477875
14,959,0.4687311351299286,,,,,,
15,999,,0.5225754380226135,,,,,
15,1023,,,0.19757980108261108,9039205.0,0.2830636203289032,0.9131177663803101,0.2830636203289032
15,1023,0.46549153327941895,,,,,,
16,1049,,0.5063890218734741,,,,,
16,1087,,,0.1937343031167984,7622236.5,0.27547821402549744,0.9260563254356384,0.27547821402549744
16,1087,0.459873765707016,,,,,,
17,1099,,0.43796291947364807,,,,,
17,1149,,0.5416187644004822,,,,,
17,1151,,,0.18638156354427338,7693266.0,0.27670934796333313,0.914199948310852,0.27670934796333313
17,1151,0.4552827775478363,,,,,,
18,1199,,0.4428107738494873,,,,,
18,1215,,,0.16659247875213623,7178802.5,0.23885086178779602,0.8970615863800049,0.23885086178779602
18,1215,0.4446432888507843,,,,,,
19,1249,,0.49896544218063354,,,,,
19,1279,,,0.17787064611911774,7498854.5,0.2516039311885834,0.9086015820503235,0.2516039311885834
19,1279,0.43602225184440613,,,,,,
20,1299,,0.43156614899635315,,,,,
20,1343,,,0.13346661627292633,6727021.5,0.1973719596862793,0.873611569404602,0.1973719596862793
20,1343,0.42553243041038513,,,,,,
21,1349,,0.36566561460494995,,,,,
21,1399,,0.4402100145816803,,,,,
21,1407,,,0.1532188504934311,6251959.0,0.2140565812587738,0.8975584506988525,0.2140565812587738
21,1407,0.4201524555683136,,,,,,
22,1449,,0.47415831685066223,,,,,
22,1471,,,0.16160255670547485,5141653.5,0.24844104051589966,0.9256935119628906,0.24844104051589966
22,1471,0.4210955798625946,,,,,,
23,1499,,0.4466794431209564,,,,,
23,1535,,,0.15317437052726746,7107974.0,0.22749365866184235,0.8856542110443115,0.22749365866184235
23,1535,0.42591479420661926,,,,,,
24,1549,,0.4714035987854004,,,,,
24,1599,,0.35038089752197266,,,,,
24,1599,,,0.15505826473236084,5266432.5,0.220158651471138,0.8973687291145325,0.220158651471138
24,1599,0.4273415803909302,,,,,,
25,1649,,0.5231519341468811,,,,,
25,1663,,,0.13418976962566376,5837940.0,0.18565891683101654,0.8861880898475647,0.18565891683101654
25,1663,0.4124632775783539,,,,,,
26,1699,,0.45874226093292236,,,,,
26,1727,,,0.15771397948265076,7036491.0,0.21060124039649963,0.8903490900993347,0.21060124039649963
26,1727,0.3946155905723572,,,,,,
27,1749,,0.4721684455871582,,,,,
27,1791,,,0.12278274446725845,5349629.0,0.1745622754096985,0.8772846460342407,0.1745622754096985
27,1791,0.39363595843315125,,,,,,
28,1799,,0.4400053024291992,,,,,
28,1849,,0.35488665103912354,,,,,
28,1855,,,0.11863070726394653,5824595.0,0.16451513767242432,0.8695195913314819,0.16451513767242432
28,1855,0.39453181624412537,,,,,,
29,1899,,0.3648684620857239,,,,,
29,1919,,,0.12102418392896652,4711308.5,0.16139914095401764,0.8857133388519287,0.16139914095401764
29,1919,0.38244110345840454,,,,,,
