text_id,text,timestamp,order,valence,arousal,collection_phase,is_words
4630,At the moment I feel good . I ' m working my current job ORG  and FAC stadium later . So I am anticipating being tired later . This morning the trains have been running smoothly so I have no complaints . Today is very cold and I ' m underdressed so I am concerned about possibly catching a cold . But later on I am going to get a long sleeve shirt . I had oatmeal for breakfast I am starting to get hungry . Currently in between trains trying to figure out what to eat .,2024-10-15T12:05:53,0,2.0,2.0,7,False
4653,Right now I am feeling ok . I ended up not going to work at FAC stadium due to the fact of having bad foot pain . Right now I am currently eating dinner having pasta . I am a big ORG fan so I might watch the game and have a beer or 2 . Today was not terrible but it was an early start at 5am which make me feel more exhausted I am not a morning person .,2024-10-15T22:53:30,1,1.0,0.0,7,False
4660,"Sleepy , Tired , Sore , Content , Hopefull",2024-10-16T12:04:10,2,-2.0,0.0,7,True
4671,"Happy , Relaxed , Calm , Energetic , Determined",2024-10-16T17:02:52,3,1.0,1.0,7,True
4682,"Today was a good day overall . I got a chance to sleep in late which most of the time I have to wake up early . ORG won last night had about 3 beers watching the game . This morning was a slow start but now I feel okay . I have 1 more train left and then I go home back to GPE  . This commute is starting to wear on me I ' ve lived there almost a year and work in GPE  at ORG . It ' s frustrating at times when I work 12 hours then have to add 3 to 4 hours additional travel time to go to GPE  . I ' m married me and my wife disagree on the timeline to move and often causes arguments . Sometimes going ""home "" is not something I look forward too .",2024-10-16T22:37:59,4,-1.0,0.0,7,False
4693,"Happy , Relaxed , Calm , Hungry , Eager",2024-10-17T12:12:11,5,1.0,1.0,7,True
4704,"Calm , Relaxed , Fatigue , Grateful , Happy",2024-10-17T22:30:42,6,0.0,1.0,7,True
4715,"Well rested , Relaxed , Happy , Calm , Eager",2024-10-19T12:21:18,7,1.0,1.0,7,True
4739,Right now I ' m working at FAC  in GPE . There is a steeplechase event so far the weather is nice it ' s calm . I feel relaxed today in a good mood .   Still feel energetic . Most of the work is later with the event ending around 4   it ' s going to be a rush later so I am preparing myself for it .,2024-10-19T17:55:02,8,1.0,1.0,7,False
4750,Today I ' m off from work . I am very happy the ORG won last night and are now in the 2024 World Series . Since I work at ORG stadium I will \ nBe able to work my first World Series game . I am very excited for that . I did have a beer to celebrate this morning I did wake up feeling fatigued but very happy .,2024-10-20T12:59:19,9,2.0,1.0,7,False
