text_id,text,timestamp,order,valence,arousal,collection_phase,is_words
4654,"Happy , Active , Cool , Energetic , Fine",2024-11-12T12:05:40,0,1.0,1.0,7,True
4655,"Active , Cool , Calm , Reserved , Fine",2024-11-12T17:10:01,1,0.0,2.0,7,True
4656,"Calm , Cool , Neutral , Reserved , Fine",2024-11-12T22:09:54,2,1.0,2.0,7,True
4657,"Happy , Cool , Active , Fantastic , Fine",2024-11-13T12:08:50,3,1.0,1.0,7,True
4658,"Right now , I’d say I’m feeling really happy . It’s been a good day—everything seems to be falling into place , and I’m surrounded by people who make me feel supported . I’ve been able to do things that bring me joy , like spending time with friends , enjoying a favorite hobby , or just relaxing . It’s one of those moments where I feel content with where I am , and I’m grateful for the little things .",2024-11-13T17:06:26,4,0.0,2.0,7,False
4659,"Happy , Cool , Delightful , Reserved , Active",2024-11-13T22:02:43,5,1.0,1.0,7,True
4661,"Calm , Warmth , Lightheaded , Anxious , Cool",2024-11-14T12:01:08,6,0.0,1.0,7,True
4662,"I am feeling somewhat lively today . There ' s a bit of energy in the air , and even though it’s been a busy morning , I’m staying upbeat . It’s one of those days where I’m motivated to get things done , but also taking moments to enjoy the little things around me .",2024-11-14T17:15:33,7,1.0,2.0,7,False
4663,"Right now , I’d say I’m feeling really happy . It’s been a good day—everything seems to be falling into place , and I’m surrounded by people who make me feel supported . I’ve been able to do things that bring me joy , like spending time with friends , enjoying a favorite hobby , or just relaxing . It’s one of those moments where I feel content with where I am , and I’m grateful for the little things .  ",2024-11-14T22:06:09,8,1.0,2.0,7,False
4664,"I am currently feeling a sense of calm and focus . It ' s one of those moments when everything feels balanced , and I can approach things with a clear mind . There’s also a subtle excitement beneath the calm , as I know there’s always something new to learn and discover , whether through conversations or experiences . It’s a quiet contentment , mixed with a bit of curiosity about what comes next .",2024-11-15T12:15:35,9,2.0,0.0,7,False
4665,"Active , Happy , Cool , Amazing , Reserved",2024-11-15T22:15:06,10,0.0,2.0,7,True
4666,"I am feeling somewhat lively today . There ' s a bit of energy in the air , and even though it’s been a busy morning , I’m staying upbeat . It’s one of those days where I’m motivated to get things done , but also taking moments to enjoy the little things around me .",2024-11-16T12:08:06,11,0.0,2.0,7,False
4667,"Happy , Calm , Relaxed , Cool , Coordinated",2024-11-16T22:10:56,12,1.0,2.0,7,True
4668,"I am feeling somewhat lively today . There ' s a bit of energy in the air , and even though it’s been a busy morning , I’m staying upbeat . It’s one of those days where I’m motivated to get things done , but also taking moments to enjoy the little things around me .",2024-11-17T12:03:03,13,0.0,2.0,7,False
4669,"Active , Cool , Happy , Reserved , Demure",2024-11-17T17:14:16,14,1.0,1.0,7,True
4670,"Happy , Cool , Satisfied , Reserved , Active",2024-11-17T22:17:09,15,1.0,1.0,7,True
4672,"Active , Cool , Happy , Amazed , Qualified",2024-11-18T22:03:52,16,0.0,2.0,7,True
4673,"Right now , I feel somewhat calm , though there ' s a quiet sense of restlessness beneath the surface . While I’m not feeling particularly stressed , there’s a slight undercurrent of anticipation as I work through tasks and think about upcoming challenges .",2024-11-19T12:33:00,17,2.0,0.0,7,False
4674,"Cool , Calm , Reserved , Relaxed , Good",2024-11-19T17:40:12,18,2.0,0.0,7,True
4675,"Happy , Cool , Reserved , Good , Calm",2024-11-19T22:01:58,19,1.0,1.0,7,True
4676,"Right now , I feel somewhat calm , though there ' s a quiet sense of restlessness beneath the surface . While I’m not feeling particularly stressed , there’s a slight undercurrent of anticipation as I work through tasks and think about upcoming challenges .",2024-11-20T12:50:52,20,0.0,2.0,7,False
4677,"Right now , I feel somewhat calm , though there ' s a quiet sense of restlessness beneath the surface . While I’m not feeling particularly stressed , there’s a slight undercurrent of anticipation as I work through tasks and think about upcoming challenges .",2024-11-20T17:35:58,21,2.0,1.0,7,False
4678,"Calm , Cool , Reserved , Fine , Amazed",2024-11-20T22:03:50,22,2.0,0.0,7,True
4679,"I am currently feeling very happy , and it’s a wonderful sense of contentment that’s filling me up . Everything around me seems to be falling into place , and I’m enjoying the little things , like a good conversation or a moment of peace . There’s a kind of calm joy in knowing that I’m in a good place right now , mentally and emotionally .",2024-11-21T12:03:30,23,2.0,1.0,7,False
4680,"I am currently feeling very happy , and it’s a wonderful sense of contentment that’s filling me up . Everything around me seems to be falling into place , and I’m enjoying the little things , like a good conversation or a moment of peace . There’s a kind of calm joy in knowing that I’m in a good place right now , mentally and emotionally .",2024-11-21T17:52:46,24,2.0,1.0,7,False
4681,"Happy , Cool , Active , Fine , Reserved",2024-11-21T22:11:13,25,2.0,1.0,7,True
4683,"Enthusiastic , Excited , Lively , Relaxed , Serene",2024-11-22T12:11:32,26,2.0,2.0,7,True
4684,"I am currently feeling very happy , and it’s a wonderful sense of contentment that’s filling me up . Everything around me seems to be falling into place , and I’m enjoying the little things , like a good conversation or a moment of peace . There’s a kind of calm joy in knowing that I’m in a good place right now , mentally and emotionally .",2024-11-23T12:15:11,27,2.0,1.0,7,False
4685,"I am currently feeling very happy , and it’s a wonderful sense of contentment that’s filling me up . Everything around me seems to be falling into place , and I’m enjoying the little things , like a good conversation or a moment of peace . There’s a kind of calm joy in knowing that I’m in a good place right now , mentally and emotionally .",2024-11-23T17:58:46,28,2.0,1.0,7,False
4686,"Happy , Active , Cool , Fine , Reserved",2024-11-23T22:24:00,29,2.0,1.0,7,True
