text_id,text,timestamp,order,valence,arousal,collection_phase,is_words
3883,I feel pretty good but my left foot is making my mobility an issue today . Having some difficulty walking but making the best of it . I can complain but there is nothing anyone can do to help me .\ n \ nI also would like to know how is it possible to write a minimum of 200 words in two to three sentences . There would be so many commas and semicolons utilized throughout these two to three sentences . I am assuming you meant letters and not words . Please correct this before this becomes a bigger problem for everyone in this study .,2024-11-13T12:14:02,0,2.0,0.0,7,False
3884,"At this moment , I am feeling very calm and relaxed watching tv and getting some work done . I was able to run some errands and completed everything on my list . Now I am giving myself some me time and relaxing on the couch .",2024-11-13T17:34:11,1,2.0,0.0,7,False
3885,"Relaxed , Calm , Content , Full , Attentive",2024-11-13T22:05:56,2,2.0,0.0,7,True
3886,"Alive , In slight pain , Slightly tired , Grateful , Happy",2024-11-14T12:20:01,3,1.0,0.0,7,True
3887,"Calm , Quiet , Appreciative , Happy , Slightly tired",2024-11-14T17:04:12,4,2.0,0.0,7,True
3888,I’m feeling very calm and relaxed right now since I am home and about to have dinner . The day wasn’t too bad and work was pretty good . No difficult people to deal with which I consider a good day . Listening to some continuing education for an hour and hopefully learning something new .,2024-11-14T22:18:36,5,2.0,0.0,7,False
3889,"Relaxed , Calm , Slight pain , Content , Appreciative",2024-11-15T12:07:29,6,2.0,0.0,7,True
3890,I’m currently at work right now and not with a patient so I’m pretty relaxed and calm . Sometimes it can get pretty hectic but I do enjoy having some down time to catch up with paperwork and phone messages .,2024-11-15T17:52:09,7,0.0,1.0,7,False
3891,"Content , Kind of happy , Slightly in pain , Slightly nervous , Appreciative",2024-11-16T12:45:58,8,1.0,0.0,7,True
3892,Very relaxed and happy especially after having my dinner . Now I will sit back and enjoy watching tv for the rest of the night . I will have to go to bed early since I work tomorrow morning . Easier day tomorrow at work so that won’t be bad at all .,2024-11-16T22:03:13,9,2.0,0.0,7,False
3893,"Slightly nervous , Somewhat relaxed , Slight pain from my left foot , Somewhat content , Appreciative",2024-11-17T12:42:13,10,1.0,0.0,7,True
3894,I’m currently feeling pretty relaxed and happy right now because the work day is done . Have to run a few errands before heading home but that’s no big deal . Very appreciative with everything I have so life is good .,2024-11-17T17:08:39,11,2.0,1.0,7,False
3895,"Right now , I’m currently feeling pretty good . My foot is less swollen and I am able to walk much better which puts me in a good mood . I cannot wait until it’s completely healed so I can do my everyday activities without any pain . Nice day today which is also a plus .",2024-11-18T12:51:58,12,1.0,0.0,7,False
3896,"Calm , Happy , Appreciative , Relaxed , Slightly tired",2024-11-18T22:54:39,13,2.0,0.0,7,True
3897,"Happy , Energetic , Calm , Attentive , Satisfied",2024-11-19T17:05:22,14,2.0,1.0,7,True
