text_id,text,timestamp,order,valence,arousal,collection_phase,is_words
4960,"I feel good . Very calm also . Maybe somewhat tired emotionally . I ' m not angry , just not completely excited . I feel exhausted mentally . Sometimes maybe tensed too . Like a cold feeling within , maybe sadness . But definitely not completely happy . It ' s just majorly a feeling of exhaustion and emotional distress and most likely physical tiredness .",2024-08-29T12:00:46,0,2.0,2.0,7,False
4961,"Sad , Heartbroken , Empty , Tired , Anger",2024-08-29T17:03:35,1,-1.0,1.0,7,True
4962,"Sleepy , Tired , Sad , Anger , Empty",2024-08-29T22:11:16,2,-1.0,1.0,7,True
4963,"Happy , Fulfilled , Calm , Excited , Elevated",2024-08-30T12:03:49,3,2.0,1.0,7,True
4964,"Calm , Tired , Happy , Relaxed , Tired",2024-08-30T22:41:09,4,2.0,0.0,7,True
4965,"I feel tired . I feel extremely sad . I feel heartbroken . I feel empty . I feel like I ' m always causing problems . I feel unhappy . I feel really down , and emotionally unsatisfied . I feel left out . \nI feel not enough . I feel like I don ' t belong . I feel used , and I feel angry a lot . I ' m so angry",2024-08-31T12:00:44,5,-2.0,1.0,7,False
4966,"This Sadness feels like a heavy , hollow ache in the chest , weighing you down . Emptiness , hopelessness , and longing mix with a sense of loss , making everyday tasks feel overwhelming and pointless . Tears , sighs , and silence accompany the emotional pain .",2024-08-31T17:00:43,6,-2.0,1.0,7,False
4967,"Sleepy , Tired , Exhausted , Sober , Calm",2024-09-01T12:04:32,7,0.0,0.0,7,True
4968,"Normal , Unbothered , Numb , Quiet , Calm",2024-09-01T17:00:38,8,0.0,1.0,7,True
4969,"Sleepy , Tired , Neutral , Numb , Calm",2024-09-01T22:05:54,9,0.0,1.0,7,True
4970,"Active , Aware , Alive , Eager , Enthusiastic",2024-09-02T12:35:45,10,0.0,2.0,7,True
4971,"Alive , Chill , Calm , Relaxed , Focused",2024-09-02T17:05:44,11,0.0,1.0,7,True
4972,"Silent , Calm , Relaxed , Focused , Sleepy",2024-09-03T17:41:13,12,0.0,0.0,7,True
