text_id,text,timestamp,order,valence,arousal,collection_phase,is_words
23,"Productive , Tired , Active , Pleased , Busy",2021-06-08T15:11:55,0,0.0,2.0,1,True
24,"Productive , Busy , Content",2021-06-11T17:10:13,1,0.0,2.0,1,True
25,"Relaxed , Content , Comfy , Happy , Calm",2021-06-15T16:35:44,2,2.0,0.0,1,True
22,"Productive , Relaxed , Happy , Content",2021-06-18T15:36:22,3,2.0,1.0,1,True
34,"Relaxed , Rested , Happy , Pleased , Content",2022-02-11T12:51:15,4,2.0,0.0,2,True
35,"Content , Calm , Relaxed , Hungry , Happy",2022-02-11T15:01:04,5,2.0,0.0,2,True
36,"Refreshed , Relaxed , Motivated , Happy , Content",2022-02-12T20:06:00,6,2.0,0.0,2,True
37,"Relaxed , Rested , Calm , Comfy , Content",2022-02-14T15:01:30,7,2.0,0.0,2,True
38,"Relaxed , Content , Comfy",2022-02-14T20:55:39,8,2.0,0.0,2,True
39,"Studious , Motivated , Calm , Relaxed , Content",2022-02-15T15:16:55,9,2.0,0.0,2,True
40,"Studious , Calm , Relaxed , Attentive , Content",2022-02-15T20:02:31,10,2.0,0.0,2,True
41,"Sleepy , Awake , Comfy , Relaxed , Content",2022-02-16T11:56:54,11,0.0,0.0,2,True
42,"Working , Busy , Pleased , Hungry , Active",2022-02-17T15:03:31,12,1.0,0.0,2,True
43,"Studious , Relaxed , Focused , Hungry , Attentive",2022-02-17T20:01:03,13,2.0,0.0,2,True
44,"Tired , Comfy , Awake , Chilly , Relaxed",2022-02-18T10:16:46,14,-2.0,0.0,2,True
45,"Relaxed , Productive , Calm , Comfy , Content",2022-02-18T20:07:53,15,2.0,0.0,2,True
46,"Sleepy , Awake , Rested , Relaxed , Comfy",2022-02-19T12:49:41,16,2.0,0.0,2,True
47,"Busy , Productive , Content , Relaxed , Waiting",2022-02-19T15:05:34,17,2.0,0.0,2,True
48,"Relaxed , Content , Calm , Comfy , Hungry",2022-02-19T20:03:29,18,2.0,0.0,2,True
26,"Refreshed , Clean , Comfy , Relaxed , Content",2022-02-20T20:02:31,19,2.0,0.0,2,True
27,"Relaxed , Content , Comfy , Calm , Hungry",2022-02-21T17:00:05,20,2.0,0.0,2,True
28,"Comfy , Awake , Relaxed , Hungry , Content",2022-02-21T20:34:57,21,1.0,0.0,2,True
29,"Comfy , Awake , Relaxed , Content , Cozy",2022-02-22T15:08:59,22,2.0,0.0,2,True
30,"Studious , Focused , Content , Attentive , Comfy",2022-02-22T20:07:38,23,1.0,2.0,2,True
31,"Sleepy , Comfy , Cozy , Waking , Content",2022-02-23T11:03:27,24,0.0,0.0,2,True
32,"Impatient , Waiting , Calm , Massaged , Fine",2022-02-23T16:13:47,25,0.0,1.0,2,True
33,"Annoyed , Content , Comfy , Hungry , Relaxed",2022-02-23T20:01:13,26,1.0,0.0,2,True
60,"Sleepy , Awake , Tired , Comfy , Cozy",2022-05-12T10:02:00,27,-1.0,0.0,3,True
61,"Productive , Tired , Busy , Studious , Calm",2022-05-12T17:35:00,28,1.0,0.0,3,True
62,"Studious , Attentive , Comfy , Calm , Alert",2022-05-12T20:01:00,29,2.0,0.0,3,True
63,"Awake , Content , Refreshed , Happy , Relaxed",2022-05-13T10:20:00,30,2.0,0.0,3,True
64,"Productive , Content , Happy , Active , Good",2022-05-13T15:45:00,31,0.0,2.0,3,True
65,"Clean , Refreshed , Relaxed , Comfy , Content",2022-05-13T20:00:00,32,2.0,0.0,3,True
66,"Sleepy , Comfy , Recharged , Cozy , Awake",2022-05-14T12:39:00,33,0.0,0.0,3,True
67,"Relaxed , Content , Comfy , Happy , Calm",2022-05-14T15:09:00,34,2.0,0.0,3,True
68,"Relaxed , Comfy , Content , Neutral , Peaceful",2022-05-14T20:00:00,35,2.0,0.0,3,True
69,"Awake , Sleepy , Comfy , Relaxed , Cozy",2022-05-15T11:51:00,36,0.0,0.0,3,True
70,"Hurting , Active , Worked , Attentive , Not relaxed",2022-05-15T16:33:00,37,-1.0,0.0,3,True
71,"Hurting , Content , Pleased , Comfy , Relaxed",2022-05-15T20:17:00,38,1.0,0.0,3,True
72,"Sleepy , Tired , Comfy , Cozy , Awake",2022-05-16T10:55:00,39,0.0,0.0,3,True
73,"Relaxed , Content , Peaceful , Chilling , Comfy",2022-05-16T15:23:00,40,2.0,0.0,3,True
74,"Relaxed , Comfy , Content , Calm , Peaceful",2022-05-16T20:28:00,41,2.0,0.0,3,True
75,"Content , Calm , Relaxed , Refreshed , Comfy",2022-05-17T15:22:00,42,2.0,0.0,3,True
76,"Attentive , Sleepy , Relaxed , Calm , Comfy",2022-05-17T20:00:00,43,2.0,0.0,3,True
77,"Relaxed , Calm , Content , Peaceful , Good",2022-05-18T15:04:00,44,2.0,0.0,3,True
78,"Clean , Refreshed , Calm , Comfy , Content",2022-05-18T20:32:00,45,2.0,0.0,3,True
79,"Sleepy , Tired , Awake , Comfy , Content",2022-05-19T10:00:00,46,0.0,0.0,3,True
80,"Worked , Busy , Calm , Attentive , Fine",2022-05-19T15:09:00,47,0.0,2.0,3,True
81,"Headache , Tired , Hungry , Sleepy , Comfy",2022-05-19T20:21:00,48,1.0,0.0,3,True
82,"Tired , Hungry , Sleepy , Awake , Ready",2022-05-20T11:08:00,49,-1.0,0.0,3,True
83,"Busy , Annoyed , Sore , Worked , Neutral",2022-05-20T15:51:00,50,-1.0,0.0,3,True
84,"Comfy , Cozy , Relaxed , Tired , Hungry",2022-05-20T20:00:00,51,2.0,0.0,3,True
