text_id,text,timestamp,order,valence,arousal,collection_phase,is_words
3179,"In a few words ,... it ' s Election Day , so I ' m excited about voting . I ' m a bit concerned about the country and how everyone else is voting .   I ' m happy about getting to and through my 53rd birthday (the 1st) safe and sound .   I ' m content with life and where I am . I ' m feeling blessed to have made it this far .",2024-11-05T12:02:19,0,2.0,0.0,7,False
3190,"I did this earlier- no problem with redoing it ,... firstly , I am excited about today , my first Election Day as a voter . At the same time , I ' m a bit concerned about the country , both now and the immediate after of today .   I ' m also flummoxed over the loss of moral fiber in our country .   As for my individual life , I ' m grateful over getting to and through another birthday healthy and still here . I ' m appreciative for the people God has kept in my life all these years . And I ' m in rapt anticipation about what the rest of my year .",2024-11-05T17:07:11,1,2.0,0.0,7,False
3193,"I don ' t have 200 words . I ' m very relaxed and content .   I ' m sitting here watching the early election results , and I ' m actually enthused over what we ' re seeing .   As far as my individual life goes , I ' m also very happy .   As I said earlier , I just had my 53rd birthday .   I feel blessed by being here and in pretty good health .",2024-11-05T22:26:03,2,2.0,0.0,7,False
3196,"Happy , Peaceful , Relaxed , Grateful , Content",2024-11-06T12:00:49,3,1.0,1.0,7,True
3207,"I ' m in some physical pain right now-my knee gets sore every so often ,.. besides that , though , I ' m relaxed and contemplative today .   I was thinking back over 2024 so far and was very thankful for the first eleven months . I also found myself a bit anxious to see how the rest of the year will play out .   I was planning a trip down south for Christmas out earlier , and I ' m always excited for that",2024-11-06T17:01:36,4,1.0,0.0,7,False
3424,"Calm , Satisfied , Happy , Peaceful , Expectant",2024-11-06T22:19:47,5,2.0,0.0,7,True
3436,"I ' m sorry I haven ' t given you your 200 word minimum once . I don ' t have 200 words to give you .   My feelings each day have been the same .   I ' m grateful for life , content with where and how it ' s going ,... I   can revisit a feeling from a couple of days ago .   The election is over and the country ' s selection is PERSON . I ' m not very happy about it . I believe , with plenty of proof provided by the man himself ; that our country is in grave danger of mass division . I can ' t let that change me , though .",2024-11-07T12:14:08,6,2.0,0.0,7,False
3447,"Once again , I don ' t have 200 words . I ' m grateful for another full day . I am still hurting some because of my knee , but I ' m at peace .   I am also very calm and cool . Lastly , I ' m very proud of my daughter and the woman she ' s becoming .",2024-11-07T22:00:46,7,2.0,0.0,7,False
3458,"I ' m feeling good today . I have a doctor ' s appointment today , normal check up stuff , and I always enjoy my time at this office because of how friendly the girls are . I know these visits can cause stress for some people .   I ' m grateful to be alive to make the trips in the first place .",2024-11-08T12:15:11,8,2.0,0.0,7,False
3465,"Calm , Cool , Collected , Chill , Content",2024-11-08T17:01:15,9,2.0,0.0,7,True
3471,"I was just thinking back to where life had me two years ago .    I was incarcerated .   I didn ' t know what the next day held- November 2nd , 2022-and I was just happy to be alive . Fast forward to now ,... I ' m home . I ' m with my family .   I get to sleep in my bed and make my own food .   I am so very happy to be home .   Freedom should never be taken for granted .    Life is so much better when you ' re free .",2024-11-08T22:10:11,10,2.0,0.0,7,False
3481,"Serene , Calm , Relaxed , Chill , Well",2024-11-09T12:03:20,11,2.0,0.0,7,True
