text_id,text,timestamp,order,valence,arousal,collection_phase,is_words
3433,"Disappointed , Worried , Apprehensive , Concerned",2024-11-06T12:56:50,0,-1.0,1.0,7,True
3434,"Uncertain , Motivated , Tentative , Hopeful , Worried",2024-11-06T17:01:38,1,0.0,1.0,7,True
3437,Feeling calm and content . Feeling hopeful for the future and proud of my baby daughter and her growth over the past few weeks . Feeling unconcerned with the rest of the world as I enjoy a free morning with my family .,2024-11-07T12:57:55,2,2.0,0.0,7,False
3438,"Feeling relaxed and maybe a little bit bored . Mood is relatively neutral and pleased . Feeling stress free and like I should seek out some excitement or an activity to keep busy with . That’s all I’ve got , I’m not sure what else I’m expected to say to reach the character limit .",2024-11-07T17:01:44,3,1.0,0.0,7,False
3439,I am feeling tired but calm and content . I’m feeling unconcerned about what the future holds and trying to enjoy the here and now . I’m also thinking about the day ahead and how I can make the best use of it .,2024-11-08T12:01:39,4,1.0,0.0,7,False
3440,"Tired , Unfocused , Calm",2024-11-08T22:02:08,5,0.0,0.0,7,True
3441,"Tired , Content , Calm",2024-11-09T12:50:42,6,0.0,0.0,7,True
3442,"I’m feeling calm , content and pleased with life . It’s a relaxing weekend and there’s nothing of note to be concerned about . It’s a slow Saturday without any stress or work to fret over . I’m looking forward to a nice quiet evening as well .",2024-11-09T17:09:29,7,2.0,0.0,7,False
3443,"Happy , Energized , Engaged , Connected",2024-11-09T22:11:45,8,2.0,1.0,7,True
3444,"Feeling energized and happy , calm and content . Everything feels right in the world in this moment . I’m full of joy and I’m feeling excited to spend the rest of the day with people I love and care about .",2024-11-10T12:33:18,9,2.0,1.0,7,False
3445,"I feel relaxed and hopeful , peaceful and excited for the future . I feel connected to life and the world despite imperfections in the background . I feel surrounded by people I love and care about . It feels like a great weekend .",2024-11-10T17:02:22,10,2.0,1.0,7,False
3446,"Happy , Energized , Satisfied , Engaged",2024-11-11T12:02:09,11,2.0,1.0,7,True
3448,Feeling calm and content but a little bit bored . Things are quiet and relaxed . Feeling a little bit stir crazy and wondering what I can do to stay occupied . Thinking about heading to the gym later and listening to some music .,2024-11-11T17:09:17,12,1.0,0.0,7,False
3449,"Tired , Calm , Content , Happy",2024-11-11T22:02:10,13,2.0,0.0,7,True
