time_point,emotion_value,entry_id
2021-05-04T12:38:00,-2.0,4572
2021-05-05T15:12:00,-2.0,4573
2021-05-06T13:20:36,0.0,4574
2021-05-07T12:14:50,1.0,4575
2021-05-08T12:28:39,-1.0,4576
2021-05-09T22:32:52,-1.0,4577
2021-05-10T12:00:36,2.0,4578
2021-05-12T22:40:30,-2.0,4579
2021-05-13T14:57:55,0.0,4565
2021-05-14T19:34:05,-1.0,4566
2021-05-15T13:49:20,0.0,4567
2021-05-16T19:32:58,-1.0,4568
2021-05-17T17:49:16,2.0,4569
2021-05-18T17:57:31,0.0,4570
2021-05-21T16:41:53,-1.0,4571
2022-01-25T11:06:44,0.0,4593
2022-01-25T17:33:05,2.0,4594
2022-01-25T20:02:34,-2.0,4595
2022-01-26T10:03:21,-1.0,4596
2022-01-26T15:15:37,-1.0,4597
2022-01-26T21:08:31,-1.0,4598
2022-01-27T10:22:26,-1.0,4599
2022-01-27T20:01:21,-2.0,4600
2022-01-28T15:05:58,0.0,4601
2022-01-28T20:45:45,-2.0,4602
2022-01-29T11:48:07,-2.0,4603
2022-01-29T16:14:22,0.0,4604
2022-01-29T20:01:15,-1.0,4605
2022-01-30T10:30:19,1.0,4606
2022-01-30T16:39:18,1.0,4607
2022-01-30T20:01:05,-1.0,4608
2022-01-31T10:35:59,0.0,4609
2022-01-31T15:15:15,-1.0,4610
2022-01-31T20:41:52,-2.0,4611
2022-02-03T10:22:03,-2.0,4580
2022-02-03T15:14:54,0.0,4581
2022-02-03T22:04:06,-2.0,4582
2022-02-04T15:05:06,1.0,4583
2022-02-04T20:02:21,-2.0,4584
2022-02-05T15:16:14,0.0,4585
2022-02-06T10:20:40,-2.0,4586
2022-02-07T10:18:30,0.0,4587
2022-02-07T16:02:31,0.0,4588
2022-02-07T21:17:59,-2.0,4589
2022-02-08T11:03:47,-2.0,4590
2022-02-08T16:04:28,-2.0,4591
2022-02-08T20:15:40,-1.0,4592
