time_point,emotion_value,entry_id
2024-08-04T12:01:14,-2.0,1841
2024-08-04T17:00:58,-2.0,1842
2024-08-05T12:10:15,0.0,1843
2024-08-05T17:14:59,-1.0,1844
2024-08-05T22:54:35,0.0,1845
2024-08-06T12:01:19,-1.0,1846
2024-08-06T17:03:07,-1.0,1847
2024-08-06T22:46:36,0.0,1848
2024-08-07T12:22:56,-2.0,1849
2024-08-07T17:01:57,-1.0,1850
2024-08-07T22:12:23,-1.0,1852
2024-08-08T17:00:41,-2.0,1853
2024-08-08T22:19:29,-1.0,1854
2024-08-09T12:54:43,-2.0,1855
2024-08-09T17:25:15,-2.0,1856
2024-08-10T17:10:27,0.0,1857
2024-08-10T22:15:13,-1.0,1858
