time_point,emotion_value,entry_id
2024-10-23T12:09:05,1.0,4401
2024-10-23T17:07:13,-2.0,4402
2024-10-24T12:18:07,2.0,4403
2024-10-24T17:07:54,-2.0,4404
2024-10-24T22:54:14,0.0,4405
2024-10-25T12:12:23,2.0,4406
2024-10-25T17:12:37,2.0,4407
2024-10-25T22:07:44,2.0,4408
2024-10-26T12:31:26,-2.0,4409
2024-10-26T22:45:12,-2.0,4410
2024-10-27T12:26:03,1.0,4411
2024-10-27T22:02:13,-2.0,4412
2024-10-28T12:22:59,2.0,4413
2024-10-28T17:27:35,1.0,4414
2024-10-28T22:22:41,-2.0,4415
2024-10-29T12:24:21,2.0,4416
2024-10-29T17:23:24,-2.0,4417
2024-10-30T12:40:25,2.0,4418
2024-10-30T17:10:57,0.0,4419
2024-10-30T22:06:54,0.0,4420
2024-10-31T12:16:46,-2.0,4421
2024-10-31T17:35:37,-2.0,4422
2024-10-31T22:02:20,-2.0,4423
2024-11-01T12:46:36,-1.0,4424
2024-11-01T22:09:12,-2.0,4425
2024-11-02T12:39:13,-1.0,4426
2024-11-02T17:14:37,-1.0,4427
2024-11-03T12:29:11,0.0,4429
2024-11-03T17:05:50,0.0,4430
2024-11-03T22:56:41,1.0,4431
2024-11-04T12:31:23,1.0,4432
2024-11-04T17:58:02,2.0,4433
2024-11-04T22:02:46,1.0,4434
2024-11-05T12:19:33,2.0,4435
2024-11-05T17:31:04,1.0,4436
2024-11-05T22:04:32,1.0,4437
