time_point,emotion_value,entry_id
2021-06-12T12:19:10,1.0,972
2021-06-12T17:32:25,-2.0,973
2021-06-13T12:16:35,0.0,974
2021-06-13T17:05:56,-1.0,975
2021-06-14T12:08:34,-2.0,976
2021-06-14T17:35:57,-2.0,977
2021-06-15T22:03:14,-1.0,978
2021-06-16T12:36:09,2.0,979
2021-06-16T17:50:43,1.0,980
2021-06-16T22:44:13,1.0,981
2022-01-25T10:01:40,1.0,1000
2022-01-25T15:05:12,-2.0,1001
2022-01-25T20:03:39,0.0,1002
2022-01-26T10:39:06,1.0,1003
2022-01-26T15:22:06,0.0,1004
2022-01-26T21:43:55,1.0,1005
2022-01-27T10:02:43,1.0,1006
2022-01-27T20:01:40,-2.0,1007
2022-01-28T10:02:36,1.0,1008
2022-01-28T15:20:22,-1.0,1009
2022-01-28T20:00:59,-2.0,1010
2022-01-29T10:19:50,2.0,1011
2022-01-29T16:34:41,1.0,1012
2022-01-29T20:35:08,0.0,1013
2022-01-30T10:12:37,0.0,1014
2022-01-30T15:01:33,1.0,1015
2022-01-30T20:01:21,-2.0,1016
2022-01-31T10:16:26,1.0,1017
2022-01-31T20:13:35,0.0,1018
2022-02-02T21:36:24,1.0,1019
2022-02-03T10:18:19,2.0,982
2022-02-03T16:57:19,-2.0,983
2022-02-03T22:33:29,2.0,984
2022-02-04T10:11:13,2.0,985
2022-02-04T15:01:44,0.0,986
2022-02-04T21:34:24,-2.0,987
2022-02-05T10:04:17,2.0,988
2022-02-05T15:00:46,1.0,989
2022-02-05T20:03:07,2.0,990
2022-02-06T10:04:15,1.0,991
2022-02-06T15:01:16,2.0,992
2022-02-06T22:08:24,-1.0,993
2022-02-07T10:43:57,1.0,994
2022-02-07T15:22:56,2.0,995
2022-02-07T20:27:53,2.0,996
2022-02-08T10:33:54,2.0,997
2022-02-08T15:20:34,2.0,998
2022-02-08T21:44:51,2.0,999
2022-04-28T20:29:00,-1.0,1037
2022-04-29T10:00:00,1.0,1038
2022-04-29T15:47:00,-1.0,1039
2022-04-29T20:38:00,2.0,1040
2022-04-30T10:01:00,2.0,1041
2022-04-30T15:44:00,2.0,1042
2022-04-30T20:20:00,-1.0,1043
2022-05-01T10:01:00,2.0,1044
2022-05-01T15:15:00,-1.0,1045
2022-05-01T20:13:00,2.0,1046
2022-05-02T10:08:00,-2.0,1047
2022-05-02T15:03:00,2.0,1048
2022-05-02T20:01:00,2.0,1049
2022-05-03T10:11:00,2.0,1050
2022-05-03T15:01:00,1.0,1051
2022-05-03T20:10:00,1.0,1052
2022-05-04T10:09:00,-1.0,1053
2022-05-04T15:06:00,-2.0,1054
2022-05-04T20:23:00,-2.0,1055
2022-05-05T10:00:00,2.0,1056
2022-05-05T15:03:00,1.0,1057
2022-05-05T20:11:00,1.0,1058
2022-05-06T10:09:00,1.0,1059
2022-05-06T15:01:00,-2.0,1060
2022-05-06T20:46:00,-1.0,1061
2022-05-07T10:01:00,-2.0,1020
2022-05-07T15:13:00,-1.0,1021
2022-05-07T20:21:00,0.0,1022
2022-05-08T10:03:00,1.0,1023
2022-05-08T15:03:00,-1.0,1024
2022-05-08T20:02:00,2.0,1025
2022-05-09T10:01:00,2.0,1026
2022-05-09T15:03:00,0.0,1027
2022-05-09T20:17:00,0.0,1028
2022-05-10T10:05:00,0.0,1029
2022-05-10T15:00:00,2.0,1030
2022-05-10T20:50:00,2.0,1031
2022-05-11T11:39:00,-2.0,1032
2022-05-11T15:00:00,0.0,1033
2022-05-11T20:01:00,2.0,1034
2022-05-12T10:01:00,0.0,1035
2022-05-12T15:19:00,1.0,1036
2022-09-01T10:05:26,-2.0,1075
2022-09-01T15:09:48,1.0,1076
2022-09-01T20:01:27,1.0,1077
2022-09-02T15:00:55,2.0,1078
2022-09-02T20:07:11,2.0,1079
2022-09-03T10:21:22,1.0,1080
2022-09-03T15:33:10,0.0,1081
2022-09-03T20:26:59,1.0,1082
2022-09-04T12:43:53,-1.0,1083
2022-09-05T10:06:28,-1.0,1084
2022-09-05T15:01:04,1.0,1085
2022-09-05T20:00:52,2.0,1086
2022-09-06T10:01:21,2.0,1087
2022-09-06T15:40:17,2.0,1088
2022-09-06T21:18:45,2.0,1089
