time_point,emotion_value,entry_id
2024-10-17T17:11:52,2.0,5039
2024-10-17T22:00:49,-1.0,5040
2024-10-18T12:59:19,-1.0,5041
2024-10-18T17:00:48,1.0,5042
2024-10-18T22:05:53,-2.0,5043
2024-10-19T12:00:23,-2.0,5044
2024-10-19T17:43:14,1.0,5052
2024-10-19T22:06:52,0.0,5053
2024-10-20T12:10:08,1.0,5054
2024-10-20T17:09:30,2.0,5055
2024-10-20T22:02:06,0.0,5056
2024-10-21T12:05:17,1.0,5057
2024-10-21T17:03:40,1.0,5058
2024-10-21T22:00:25,-2.0,5059
2024-10-22T12:02:14,1.0,5060
2024-10-22T17:03:00,1.0,5061
