time_point,emotion_value,entry_id
2024-10-10T12:01:36,-1.0,4359
2024-10-10T17:49:32,-1.0,4360
2024-10-10T22:01:31,1.0,4361
2024-10-11T12:00:58,0.0,4362
2024-10-11T17:01:21,0.0,4363
2024-10-11T22:01:29,1.0,4364
2024-10-12T12:02:19,0.0,4365
2024-10-12T17:01:13,1.0,4366
2024-10-12T22:12:17,0.0,4367
2024-10-13T12:15:54,1.0,4368
2024-10-13T17:01:13,-1.0,4369
2024-10-13T22:01:18,-1.0,4370
2024-10-14T12:16:03,-1.0,4371
2024-10-14T17:01:06,0.0,4372
2024-10-14T22:52:54,1.0,4373
2024-10-15T12:01:30,0.0,4374
2024-10-15T17:21:01,-1.0,4375
2024-10-15T22:01:33,1.0,4376
2024-10-16T12:01:51,-1.0,4377
2024-10-16T17:21:07,-1.0,4378
2024-10-16T22:01:31,2.0,4379
