time_point,emotion_value,entry_id
2024-09-22T22:58:00,1.0,4529
2024-09-23T12:06:34,-1.0,4530
2024-09-23T22:15:05,0.0,4531
2024-09-24T12:15:47,0.0,4532
2024-09-24T22:45:19,-1.0,4533
2024-09-25T12:08:35,0.0,4534
2024-09-25T22:32:57,0.0,4535
2024-09-26T17:34:52,0.0,4536
2024-09-26T22:29:36,0.0,4537
2024-09-27T12:02:33,0.0,4538
2024-09-28T17:55:13,-1.0,4539
2024-09-29T12:58:32,0.0,4540
2024-09-29T17:14:35,-1.0,4541
2024-09-30T12:47:46,0.0,4542
2024-09-30T17:54:05,0.0,4543
2024-10-01T12:41:02,0.0,4544
2024-10-01T22:47:51,-1.0,4545
2024-10-03T12:32:16,0.0,4546
2024-10-03T17:47:01,0.0,4547
