arousal val_MAE,arousal val_MAPE,arousal val_RMSE,arousal val_SMAPE,epoch,step,train_loss_epoch,train_loss_step,val_loss,valence val_MAE,valence val_MAPE,valence val_RMSE,valence val_SMAPE
,,,,0,49,,1.5027239322662354,,,,,
0.5353565216064453,25568532.0,0.6594651341438293,1.0963988304138184,0,64,,,1.4974960088729858,0.6520305871963501,15890978.0,0.8380308747291565,0.9924494624137878
,,,,0,64,1.6646682024002075,,,,,,
,,,,1,99,,1.4452682733535767,,,,,
0.5328652858734131,26871098.0,0.6543998122215271,1.0772358179092407,1,129,,,1.4756958484649658,0.6392443180084229,16178649.0,0.821295976638794,0.9803360104560852
,,,,1,129,1.554843783378601,,,,,,
,,,,2,149,,1.5902516841888428,,,,,
0.5266259908676147,24201794.0,0.651269257068634,1.1056138277053833,2,194,,,1.4759275913238525,0.6465691924095154,15189328.0,0.8246583342552185,1.0021412372589111
,,,,2,194,1.5544333457946777,,,,,,
,,,,3,199,,1.4281868934631348,,,,,
,,,,3,249,,1.515592336654663,,,,,
0.5194664001464844,24928014.0,0.6381216049194336,1.087606430053711,3,259,,,1.4410510063171387,0.6247168779373169,13467176.0,0.8029294610023499,1.0020291805267334
,,,,3,259,1.5302647352218628,,,,,,
,,,,4,299,,1.498264193534851,,,,,
0.5175262093544006,26176748.0,0.6353046298027039,1.0761120319366455,4,324,,,1.365144968032837,0.5630239248275757,14838480.0,0.7298403978347778,0.9160971641540527
,,,,4,324,1.5136770009994507,,,,,,
,,,,5,349,,1.48446524143219,,,,,
0.5440306663513184,30722120.0,0.659639298915863,1.0447840690612793,5,389,,,1.4249536991119385,0.5967568159103394,11720820.0,0.7653143405914307,1.0042511224746704
,,,,5,389,1.5021981000900269,,,,,,
,,,,6,399,,1.4866209030151367,,,,,
,,,,6,449,,1.428382396697998,,,,,
0.5033957362174988,23797518.0,0.6305763721466064,1.0867571830749512,6,454,,,1.3870248794555664,0.5855812430381775,14340435.0,0.75644850730896,0.958726704120636
,,,,6,454,1.4884419441223145,,,,,,
,,,,7,499,,1.427224040031433,,,,,
0.49692708253860474,24338470.0,0.6201931238174438,1.0710859298706055,7,519,,,1.3193070888519287,0.5375396013259888,12811239.0,0.6991139054298401,0.9152320027351379
,,,,7,519,1.4868133068084717,,,,,,
,,,,8,549,,1.5424318313598633,,,,,
0.48864564299583435,22993324.0,0.6092991828918457,1.077704668045044,8,584,,,1.3190813064575195,0.5490550398826599,12065387.0,0.7097821831703186,0.9435388445854187
,,,,8,584,1.484228253364563,,,,,,
,,,,9,599,,1.4172332286834717,,,,,
,,,,9,649,,1.4564242362976074,,,,,
0.4894621670246124,23437986.0,0.6067667603492737,1.0741398334503174,9,649,,,1.310713768005371,0.5458951592445374,13849286.0,0.7039469480514526,0.9122345447540283
,,,,9,649,1.4715005159378052,,,,,,
,,,,10,699,,1.2946245670318604,,,,,
0.46086814999580383,22599020.0,0.5774252414703369,1.052130937576294,10,714,,,1.2300091981887817,0.4926906228065491,13596713.0,0.6525839567184448,0.8587756156921387
,,,,10,714,1.454886794090271,,,,,,
,,,,11,749,,1.5862138271331787,,,,,
0.4678533375263214,22534956.0,0.585506021976471,1.0659159421920776,11,779,,,1.2743520736694336,0.5295556783676147,11202696.0,0.6888461112976074,0.9342267513275146
,,,,11,779,1.431268334388733,,,,,,
,,,,12,799,,1.3889625072479248,,,,,
0.45054683089256287,21216998.0,0.5658074021339417,1.060951590538025,12,844,,,1.228980541229248,0.5075830221176147,10745645.0,0.6631731986999512,0.9121991395950317
,,,,12,844,1.4412894248962402,,,,,,
,,,,13,849,,1.3673596382141113,,,,,
,,,,13,899,,1.4603996276855469,,,,,
0.4747137725353241,24852188.0,0.5903826951980591,1.04452383518219,13,909,,,1.232866644859314,0.4986049234867096,12649383.0,0.6424839496612549,0.8918670415878296
,,,,13,909,1.4230766296386719,,,,,,
,,,,14,949,,1.437422275543213,,,,,
0.456586092710495,21334186.0,0.5723052024841309,1.0649672746658325,14,974,,,1.198620319366455,0.47168484330177307,11956900.0,0.6263151168823242,0.8632095456123352
,,,,14,974,1.4245201349258423,,,,,,
,,,,15,999,,1.4309587478637695,,,,,
0.4568193554878235,23013272.0,0.5714330673217773,1.0440480709075928,15,1039,,,1.1894407272338867,0.45800846815109253,10884963.0,0.6180076599121094,0.8559662103652954
,,,,15,1039,1.4083231687545776,,,,,,
,,,,16,1049,,1.300774097442627,,,,,
,,,,16,1099,,1.3149762153625488,,,,,
0.44104671478271484,19945172.0,0.560041069984436,1.0686333179473877,16,1104,,,1.1931155920028687,0.4778735339641571,11071674.0,0.6330745220184326,0.8910581469535828
,,,,16,1104,1.3990004062652588,,,,,,
,,,,17,1149,,1.4852334260940552,,,,,
0.4366651177406311,20266096.0,0.5617366433143616,1.0561933517456055,17,1169,,,1.1877877712249756,0.475993812084198,12113265.0,0.6260510683059692,0.8629462718963623
,,,,17,1169,1.4119712114334106,,,,,,
,,,,18,1199,,1.4385771751403809,,,,,
0.4156908392906189,21152368.0,0.5278154611587524,1.022239327430725,18,1234,,,1.1200947761535645,0.44521376490592957,11689502.0,0.5922792553901672,0.8302143216133118
,,,,18,1234,1.3895423412322998,,,,,,
,,,,19,1249,,1.3459216356277466,,,,,
,,,,19,1299,,1.4802719354629517,,,,,
0.4176584482192993,17003228.0,0.5321784019470215,1.0814871788024902,19,1299,,,1.1575398445129395,0.4749468266963959,11251367.0,0.6253615021705627,0.8751327395439148
,,,,19,1299,1.3833763599395752,,,,,,
,,,,20,1349,,1.3248298168182373,,,,,
0.4011446237564087,18327954.0,0.5387362241744995,1.0451425313949585,20,1364,,,1.1354495286941528,0.4442261755466461,10618212.0,0.5967133045196533,0.8399277329444885
,,,,20,1364,1.3800994157791138,,,,,,
,,,,21,1399,,1.3938682079315186,,,,,
0.4189135730266571,21131466.0,0.5334392189979553,1.0282293558120728,21,1429,,,1.1460106372833252,0.44244179129600525,10024539.0,0.6125714778900146,0.8464323282241821
,,,,21,1429,1.3694294691085815,,,,,,
,,,,22,1449,,1.3017171621322632,,,,,
0.4122709035873413,21318176.0,0.5256216526031494,1.0194509029388428,22,1494,,,1.1496739387512207,0.4573206305503845,11970472.0,0.6240522861480713,0.8405011296272278
,,,,22,1494,1.3727056980133057,,,,,,
,,,,23,1499,,1.2810887098312378,,,,,
,,,,23,1549,,1.4374663829803467,,,,,
0.38667741417884827,19025538.0,0.5000278949737549,1.0195863246917725,23,1559,,,1.053589940071106,0.4200259745121002,9804205.0,0.5535620450973511,0.8367080688476562
,,,,23,1559,1.3533530235290527,,,,,,
,,,,24,1599,,1.3050200939178467,,,,,
0.37243151664733887,16679012.0,0.47959938645362854,1.0359365940093994,24,1624,,,1.0527349710464478,0.41868358850479126,10599478.0,0.5731356143951416,0.8199325203895569
,,,,24,1624,1.3475220203399658,,,,,,
,,,,25,1649,,1.271442174911499,,,,,
0.3967360556125641,17309314.0,0.5193214416503906,1.0514577627182007,25,1689,,,1.101259708404541,0.43428072333335876,10182187.0,0.5819382667541504,0.8460767269134521
,,,,25,1689,1.3382961750030518,,,,,,
,,,,26,1699,,1.3461523056030273,,,,,
,,,,26,1749,,1.1883635520935059,,,,,
0.3773944675922394,16632670.0,0.48790884017944336,1.0359530448913574,26,1754,,,1.036210298538208,0.4010172188282013,10567457.0,0.5483014583587646,0.8045223355293274
,,,,26,1754,1.3331207036972046,,,,,,
,,,,27,1799,,1.2272939682006836,,,,,
0.37017083168029785,17382584.0,0.4733904004096985,1.0220847129821777,27,1819,,,1.0177559852600098,0.4021708071231842,9692707.0,0.5443655848503113,0.8119975924491882
,,,,27,1819,1.326676368713379,,,,,,
,,,,28,1849,,1.353492021560669,,,,,
0.3515383005142212,15894934.0,0.4670034945011139,1.0208468437194824,28,1884,,,1.0286582708358765,0.4133594334125519,10344378.0,0.5616547465324402,0.8138063549995422
,,,,28,1884,1.3292961120605469,,,,,,
,,,,29,1899,,1.3394286632537842,,,,,
,,,,29,1949,,1.433774471282959,,,,,
0.36583036184310913,14680758.0,0.47453898191452026,1.052554726600647,29,1949,,,1.0180671215057373,0.3906095623970032,10925839.0,0.5435280799865723,0.783420205116272
,,,,29,1949,1.3291436433792114,,,,,,
