arousal val_MAE,arousal val_MAPE,arousal val_RMSE,arousal val_SMAPE,epoch,step,train_loss_epoch,train_loss_step,val_loss,valence val_MAE,valence val_MAPE,valence val_RMSE,valence val_SMAPE
,,,,0,49,,1.5353224277496338,,,,,
0.4771175980567932,25505642.0,0.5862765312194824,1.0150094032287598,0,63,,,1.421081781387329,0.6334894895553589,15797149.0,0.8348052501678467,0.9349316358566284
,,,,0,63,1.67397141456604,,,,,,
,,,,1,99,,1.1319832801818848,,,,,
0.2839541435241699,13227346.0,0.35494521260261536,0.9454342126846313,1,127,,,1.086255431175232,0.5335004925727844,10458614.0,0.731310248374939,0.9134674072265625
,,,,1,127,1.3361525535583496,,,,,,
,,,,2,149,,1.3691585063934326,,,,,
0.21292908489704132,6344752.5,0.2727581858634949,0.9422488212585449,2,191,,,1.0800166130065918,0.5991132259368896,10812243.0,0.8072583675384521,0.9680797457695007
,,,,2,191,1.2215564250946045,,,,,,
,,,,3,199,,1.1367108821868896,,,,,
,,,,3,249,,1.2975984811782837,,,,,
0.18839140236377716,5383449.0,0.24765288829803467,0.9432633519172668,3,255,,,0.9308488965034485,0.4962451756000519,10519736.0,0.6831960082054138,0.8604808449745178
,,,,3,255,1.2069412469863892,,,,,,
,,,,4,299,,1.3136711120605469,,,,,
0.17882859706878662,6045417.5,0.23129908740520477,0.9183269143104553,4,319,,,0.8691926598548889,0.4753309488296509,10579500.0,0.637893557548523,0.8388508558273315
,,,,4,319,1.1480803489685059,,,,,,
,,,,5,349,,1.0805681943893433,,,,,
0.1628626585006714,5426673.0,0.23273886740207672,0.9087768793106079,5,383,,,0.8573561310768127,0.46401843428611755,10385638.0,0.6246172785758972,0.8212279081344604
,,,,5,383,1.1292685270309448,,,,,,
,,,,6,399,,1.1735728979110718,,,,,
0.20027883350849152,7055736.0,0.26954856514930725,0.9186846613883972,6,447,,,0.8588471412658691,0.4320206046104431,10636071.0,0.5892986059188843,0.773637592792511
,,,,6,447,1.1226561069488525,,,,,,
,,,,7,449,,1.3166213035583496,,,,,
,,,,7,499,,1.1859811544418335,,,,,
0.1831561177968979,7783212.0,0.23057809472084045,0.9064003229141235,7,511,,,0.8255962133407593,0.4543103277683258,9059392.0,0.5950181484222412,0.8332431316375732
,,,,7,511,1.1034644842147827,,,,,,
,,,,8,549,,1.1662026643753052,,,,,
0.1537805050611496,4388158.5,0.20081575214862823,0.9221788048744202,8,575,,,0.7868966460227966,0.43099668622016907,11052053.0,0.5860809087753296,0.8073631525039673
,,,,8,575,1.0960497856140137,,,,,,
,,,,9,599,,1.2202157974243164,,,,,
0.15317609906196594,6148526.0,0.20417295396327972,0.8916968107223511,9,639,,,0.7433298826217651,0.4090929627418518,10174733.0,0.5391569137573242,0.7894080877304077
,,,,9,639,1.0928680896759033,,,,,,
,,,,10,649,,1.1338796615600586,,,,,
,,,,10,699,,0.9686311483383179,,,,,
0.17889586091041565,5017583.5,0.23580895364284515,0.9314038157463074,10,703,,,0.79823237657547,0.4097627103328705,11218148.0,0.5624234080314636,0.796985387802124
,,,,10,703,1.081885814666748,,,,,,
,,,,11,749,,1.0703378915786743,,,,,
0.16392913460731506,5011344.0,0.21638447046279907,0.9186391234397888,11,767,,,0.7597045302391052,0.39648744463920593,8343677.0,0.5433200597763062,0.7762563824653625
,,,,11,767,1.076140284538269,,,,,,
,,,,12,799,,1.0160348415374756,,,,,
0.18323568999767303,6608008.5,0.25342661142349243,0.9192942380905151,12,831,,,0.7703247666358948,0.37893959879875183,11070189.0,0.5168981552124023,0.7588956356048584
,,,,12,831,1.1035370826721191,,,,,,
,,,,13,849,,0.9541762471199036,,,,,
0.16340979933738708,6139480.5,0.21658454835414886,0.9088302850723267,13,895,,,0.709675133228302,0.38718047738075256,9516129.0,0.49309056997299194,0.7744570374488831
,,,,13,895,1.0709320306777954,,,,,,
,,,,14,899,,1.0033047199249268,,,,,
,,,,14,949,,0.9863392114639282,,,,,
0.16539011895656586,6383769.5,0.2264074981212616,0.9115367531776428,14,959,,,0.6851919293403625,0.3464428186416626,8194231.0,0.45878443121910095,0.7577003240585327
,,,,14,959,1.0535815954208374,,,,,,
,,,,15,999,,1.0936801433563232,,,,,
0.16497287154197693,5356090.5,0.23304663598537445,0.9061263799667358,15,1023,,,0.7253290414810181,0.38611719012260437,10081362.0,0.4922824203968048,0.75901198387146
,,,,15,1023,1.0355859994888306,,,,,,
,,,,16,1049,,1.097428560256958,,,,,
0.14419163763523102,4773425.5,0.21378979086875916,0.8972553610801697,16,1087,,,0.7238337993621826,0.3979073762893677,8996281.0,0.5100439786911011,0.7726156711578369
,,,,16,1087,1.0257532596588135,,,,,,
,,,,17,1099,,0.9625007510185242,,,,,
,,,,17,1149,,0.9123929738998413,,,,,
0.1512204110622406,4944651.0,0.21618077158927917,0.9048628211021423,17,1151,,,0.7735239267349243,0.4224677085876465,10112045.0,0.5573431849479675,0.7889630198478699
,,,,17,1151,1.0185049772262573,,,,,,
,,,,18,1199,,0.8775824904441833,,,,,
0.15582890808582306,6086703.5,0.20116746425628662,0.9074674844741821,18,1215,,,0.6983237266540527,0.37941673398017883,8966429.0,0.4971562922000885,0.7609906792640686
,,,,18,1215,1.0120829343795776,,,,,,
,,,,19,1249,,1.0388860702514648,,,,,
0.1596454381942749,5660021.5,0.21232837438583374,0.9085946083068848,19,1279,,,0.6530943512916565,0.325242817401886,7940490.5,0.44076597690582275,0.7152998447418213
,,,,19,1279,1.0288962125778198,,,,,,
,,,,20,1299,,0.9255290031433105,,,,,
0.15468379855155945,5081124.5,0.20490173995494843,0.9128366112709045,20,1343,,,0.67054283618927,0.33257633447647095,8342905.5,0.4656410813331604,0.7344756722450256
,,,,20,1343,1.0481202602386475,,,,,,
,,,,21,1349,,1.0388445854187012,,,,,
,,,,21,1399,,1.0410006046295166,,,,,
