epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.9171295166015625,,,,,
0,65,,,0.6950066685676575,17851190.0,0.9059308171272278,1.0388470888137817,0.9059308171272278
0,65,0.9815344214439392,,,,,,
1,99,,0.9605536460876465,,,,,
1,131,,,0.6971033215522766,16762923.0,0.9206282496452332,1.0523712635040283,0.9206282496452332
1,131,0.9394956231117249,,,,,,
2,149,,0.8923352956771851,,,,,
2,197,,,0.6680027842521667,17149542.0,0.8640004992485046,1.0268083810806274,0.8640004992485046
2,197,0.9243794083595276,,,,,,
3,199,,0.9263693690299988,,,,,
3,249,,0.8997715711593628,,,,,
3,263,,,0.6825135350227356,17383944.0,0.8974189162254333,1.0268796682357788,0.8974189162254333
3,263,0.9130176305770874,,,,,,
4,299,,0.8076188564300537,,,,,
4,329,,,0.6584914326667786,14403851.0,0.8500022888183594,1.0525964498519897,0.8500022888183594
4,329,0.8989990949630737,,,,,,
5,349,,0.8773768544197083,,,,,
5,395,,,0.6115225553512573,15539361.0,0.7923372387886047,0.9894422292709351,0.7923372387886047
5,395,0.8706459403038025,,,,,,
6,399,,0.9217879772186279,,,,,
6,449,,0.8980093598365784,,,,,
6,461,,,0.5941106677055359,14541687.0,0.7732838988304138,0.9813261032104492,0.7732838988304138
6,461,0.8624318838119507,,,,,,
7,499,,0.7901061177253723,,,,,
7,527,,,0.5571565628051758,12833139.0,0.7330231666564941,0.9670684933662415,0.7330231666564941
7,527,0.8544982075691223,,,,,,
8,549,,0.7789784073829651,,,,,
8,593,,,0.6052231788635254,11741067.0,0.7730889320373535,1.040231466293335,0.7730889320373535
8,593,0.8390170335769653,,,,,,
9,599,,0.8595366477966309,,,,,
9,649,,0.8108536601066589,,,,,
9,659,,,0.6793857216835022,12486201.0,0.8804678320884705,1.1025437116622925,0.8804678320884705
9,659,0.8481232523918152,,,,,,
10,699,,0.8110018968582153,,,,,
10,725,,,0.5920297503471375,14784485.0,0.7779964804649353,0.9781346917152405,0.7779964804649353
10,725,0.8822422623634338,,,,,,
11,749,,0.824447751045227,,,,,
11,791,,,0.5858353972434998,15626181.0,0.7732847332954407,0.9561383128166199,0.7732847332954407
11,791,0.8620482087135315,,,,,,
12,799,,0.803608775138855,,,,,
12,849,,0.8222396373748779,,,,,
12,857,,,0.5842581391334534,14911945.0,0.7538934946060181,0.9714699983596802,0.7538934946060181
12,857,0.8451175093650818,,,,,,
13,899,,0.8425111770629883,,,,,
13,923,,,0.5311734080314636,13549901.0,0.6989318132400513,0.9320757985115051,0.6989318132400513
13,923,0.8248231410980225,,,,,,
14,949,,0.824804961681366,,,,,
14,989,,,0.5035584568977356,12990584.0,0.6675262451171875,0.916257381439209,0.6675262451171875
14,989,0.8107776641845703,,,,,,
15,999,,0.8571330308914185,,,,,
15,1049,,0.8200678825378418,,,,,
15,1055,,,0.48933127522468567,13459030.0,0.650314211845398,0.8937434554100037,0.650314211845398
15,1055,0.7993265986442566,,,,,,
16,1099,,0.8377560973167419,,,,,
16,1121,,,0.5133611559867859,12570930.0,0.6662749648094177,0.9289817810058594,0.6662749648094177
16,1121,0.7872514724731445,,,,,,
17,1149,,0.8015825152397156,,,,,
17,1187,,,0.47690120339393616,12496657.0,0.6330012083053589,0.8833924531936646,0.6330012083053589
17,1187,0.7765782475471497,,,,,,
18,1199,,0.7320742607116699,,,,,
18,1249,,0.7626960277557373,,,,,
18,1253,,,0.4696181118488312,12751987.0,0.6194645762443542,0.8792489171028137,0.6194645762443542
18,1253,0.7631519436836243,,,,,,
19,1299,,0.7506793737411499,,,,,
19,1319,,,0.46484091877937317,12626491.0,0.6044927835464478,0.868838369846344,0.6044927835464478
19,1319,0.760543167591095,,,,,,
20,1349,,0.8413612246513367,,,,,
20,1385,,,0.464190810918808,12720062.0,0.6019948124885559,0.8678551912307739,0.6019948124885559
20,1385,0.759501039981842,,,,,,
21,1399,,0.793621301651001,,,,,
21,1449,,0.7830461263656616,,,,,
21,1451,,,0.44340482354164124,12676323.0,0.5866374373435974,0.8507675528526306,0.5866374373435974
21,1451,0.7475541234016418,,,,,,
22,1499,,0.7322748303413391,,,,,
22,1517,,,0.4334753453731537,11797809.0,0.5720449686050415,0.8508467078208923,0.5720449686050415
22,1517,0.7432857751846313,,,,,,
23,1549,,0.6959571838378906,,,,,
23,1583,,,0.43436089158058167,13471935.0,0.5780501365661621,0.8313506245613098,0.5780501365661621
23,1583,0.7309463620185852,,,,,,
24,1599,,0.6025205850601196,,,,,
24,1649,,0.7721381783485413,,,,,
24,1649,,,0.42294004559516907,11340762.0,0.5581490397453308,0.8403657078742981,0.5581490397453308
