epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.9456515908241272,,,,,
0,59,,,0.7349048256874084,12372106.0,0.9298110604286194,1.6912498474121094,0.9298110604286194
0,59,0.9658931493759155,,,,,,
1,99,,1.0068776607513428,,,,,
1,119,,,0.6974349021911621,6461207.5,0.9223009943962097,1.8062912225723267,0.9223009943962097
1,119,0.9281759262084961,,,,,,
2,149,,0.8842542767524719,,,,,
2,179,,,0.6960462331771851,7571190.5,0.9108245372772217,1.775794506072998,0.9108245372772217
2,179,0.922825813293457,,,,,,
3,199,,0.9253010749816895,,,,,
3,239,,,0.6903518438339233,5812602.0,0.9238884449005127,1.8116041421890259,0.9238884449005127
3,239,0.9207585453987122,,,,,,
4,249,,0.9517983198165894,,,,,
4,299,,0.8067552447319031,,,,,
4,299,,,0.6971494555473328,8856649.0,0.9051443338394165,1.7314339876174927,0.9051443338394165
4,299,0.9229687452316284,,,,,,
5,349,,1.0013830661773682,,,,,
5,359,,,0.678371250629425,7890149.0,0.896356463432312,1.7130810022354126,0.896356463432312
5,359,0.9161825776100159,,,,,,
6,399,,0.8852534890174866,,,,,
6,419,,,0.6869792342185974,11621547.0,0.8761813044548035,1.63298761844635,0.8761813044548035
6,419,0.9221621155738831,,,,,,
7,449,,0.844120979309082,,,,,
7,479,,,0.684668779373169,6975391.5,0.9025395512580872,1.7605257034301758,0.9025395512580872
7,479,0.9213683605194092,,,,,,
8,499,,0.9101690649986267,,,,,
8,539,,,0.7097757458686829,7334193.5,0.9469116926193237,1.7865705490112305,0.9469116926193237
8,539,0.9167220592498779,,,,,,
9,549,,0.9170322418212891,,,,,
9,599,,0.8793155550956726,,,,,
9,599,,,0.6857972145080566,6481670.5,0.9165877103805542,1.7515336275100708,0.9165877103805542
9,599,0.9226879477500916,,,,,,
10,649,,0.9245152473449707,,,,,
10,659,,,0.6804020404815674,11047637.0,0.8614578247070312,1.652457356452942,0.8614578247070312
10,659,0.912911593914032,,,,,,
11,699,,0.7712821960449219,,,,,
11,719,,,0.6783962249755859,10860763.0,0.8719804286956787,1.6471880674362183,0.8719804286956787
11,719,0.9111757278442383,,,,,,
12,749,,0.9106590747833252,,,,,
12,779,,,0.6823859810829163,9176420.0,0.8819503784179688,1.688459873199463,0.8819503784179688
12,779,0.9069621562957764,,,,,,
13,799,,0.9584404826164246,,,,,
13,839,,,0.6833112835884094,8131393.5,0.8871511816978455,1.728107213973999,0.8871511816978455
13,839,0.910589337348938,,,,,,
14,849,,0.8982121348381042,,,,,
14,899,,0.8084667325019836,,,,,
14,899,,,0.7121415138244629,9628524.0,0.927851140499115,1.7237190008163452,0.927851140499115
14,899,0.912031352519989,,,,,,
15,949,,1.0430625677108765,,,,,
15,959,,,0.7115975022315979,8628799.0,0.9290359020233154,1.7479095458984375,0.9290359020233154
15,959,0.9228532910346985,,,,,,
16,999,,0.8550470471382141,,,,,
16,1019,,,0.7002744078636169,6259012.0,0.9287140965461731,1.8124655485153198,0.9287140965461731
16,1019,0.9264089465141296,,,,,,
17,1049,,0.8713009357452393,,,,,
17,1079,,,0.6945943832397461,6107664.0,0.9232748746871948,1.8118075132369995,0.9232748746871948
17,1079,0.9277660846710205,,,,,,
18,1099,,0.8537052869796753,,,,,
18,1139,,,0.6868931651115417,6059544.0,0.9247469902038574,1.7827486991882324,0.9247469902038574
18,1139,0.9237305521965027,,,,,,
19,1149,,1.088370442390442,,,,,
19,1199,,0.8772950172424316,,,,,
19,1199,,,0.7000190019607544,7671926.5,0.930417537689209,1.7559024095535278,0.930417537689209
19,1199,0.9239838719367981,,,,,,
20,1249,,0.872744083404541,,,,,
20,1259,,,0.6647986769676208,7288394.0,0.8831933736801147,1.6997873783111572,0.8831933736801147
20,1259,0.9123402237892151,,,,,,
