epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.6359136700630188,,,,,
0,70,,,0.4913366734981537,26428322.0,0.6108203530311584,1.1717604398727417,0.6108203530311584
0,70,0.6696100234985352,,,,,,
1,99,,0.5520229339599609,,,,,
1,141,,,0.4536847770214081,19218126.0,0.5778998136520386,1.2189756631851196,0.5778998136520386
1,141,0.6282519102096558,,,,,,
2,149,,0.643182635307312,,,,,
2,199,,0.5898914933204651,,,,,
2,212,,,0.4460018575191498,22938462.0,0.5652846097946167,1.1637911796569824,0.5652846097946167
2,212,0.6154403686523438,,,,,,
3,249,,0.5940605401992798,,,,,
3,283,,,0.3993229866027832,18427578.0,0.5144318342208862,1.171378493309021,0.5144318342208862
3,283,0.5996609926223755,,,,,,
4,299,,0.5781448483467102,,,,,
4,349,,0.5602787733078003,,,,,
4,354,,,0.3855694532394409,18397174.0,0.49813902378082275,1.1511597633361816,0.49813902378082275
4,354,0.5831483006477356,,,,,,
5,399,,0.5732774138450623,,,,,
5,425,,,0.34717878699302673,15198767.0,0.45445218682289124,1.153048038482666,0.45445218682289124
5,425,0.5673331022262573,,,,,,
6,449,,0.5593987107276917,,,,,
6,496,,,0.29894134402275085,12102273.0,0.3982327878475189,1.1376408338546753,0.3982327878475189
6,496,0.5355643033981323,,,,,,
7,499,,0.5188908576965332,,,,,
7,549,,0.5375757217407227,,,,,
7,567,,,0.3034384548664093,12760969.0,0.3965729773044586,1.1323661804199219,0.3965729773044586
7,567,0.507925271987915,,,,,,
8,599,,0.47945645451545715,,,,,
8,638,,,0.2658509612083435,11915557.0,0.351656049489975,1.0986233949661255,0.351656049489975
8,638,0.4893013834953308,,,,,,
9,649,,0.4775623381137848,,,,,
9,699,,0.5104085206985474,,,,,
9,709,,,0.25473752617836,11067776.0,0.34476885199546814,1.0912396907806396,0.34476885199546814
9,709,0.4665605127811432,,,,,,
10,749,,0.4550206959247589,,,,,
10,780,,,0.23961003124713898,9499526.0,0.3257501423358917,1.1027511358261108,0.3257501423358917
10,780,0.46113279461860657,,,,,,
11,799,,0.43949639797210693,,,,,
11,849,,0.43126001954078674,,,,,
11,851,,,0.22084642946720123,9194668.0,0.2982551157474518,1.0832427740097046,0.2982551157474518
11,851,0.4445549547672272,,,,,,
12,899,,0.4601028561592102,,,,,
12,922,,,0.22545604407787323,9969407.0,0.29968658089637756,1.0756045579910278,0.29968658089637756
12,922,0.4277387261390686,,,,,,
13,949,,0.4267045259475708,,,,,
13,993,,,0.21086330711841583,8374408.0,0.28879085183143616,1.0787311792373657,0.28879085183143616
13,993,0.4209367334842682,,,,,,
14,999,,0.4208584427833557,,,,,
14,1049,,0.3936311602592468,,,,,
14,1064,,,0.1969037503004074,7635406.5,0.27701181173324585,1.0686849355697632,0.27701181173324585
14,1064,0.4113138020038605,,,,,,
15,1099,,0.3761053681373596,,,,,
15,1135,,,0.1924695521593094,7806875.5,0.262911856174469,1.060389757156372,0.262911856174469
15,1135,0.39087361097335815,,,,,,
16,1149,,0.3802585005760193,,,,,
16,1199,,0.3879401981830597,,,,,
16,1206,,,0.19114290177822113,7628544.0,0.2713967263698578,1.0666345357894897,0.2713967263698578
16,1206,0.3892723619937897,,,,,,
17,1249,,0.3842288851737976,,,,,
17,1277,,,0.17596793174743652,7870959.5,0.2429768294095993,1.0429280996322632,0.2429768294095993
17,1277,0.3945910632610321,,,,,,
18,1299,,0.4224908947944641,,,,,
18,1348,,,0.16164934635162354,6894380.0,0.23065930604934692,1.043689250946045,0.23065930604934692
18,1348,0.3806581497192383,,,,,,
19,1349,,0.37759271264076233,,,,,
19,1399,,0.38137495517730713,,,,,
19,1419,,,0.16014114022254944,6578581.5,0.22786909341812134,1.0422751903533936,0.22786909341812134
19,1419,0.3718051016330719,,,,,,
20,1449,,0.3701232671737671,,,,,
20,1490,,,0.1610674411058426,7022724.0,0.2235315442085266,1.0349169969558716,0.2235315442085266
20,1490,0.3692350387573242,,,,,,
21,1499,,0.3626909852027893,,,,,
21,1549,,0.34849122166633606,,,,,
21,1561,,,0.15844236314296722,6600980.0,0.22996042668819427,1.0398303270339966,0.22996042668819427
