user_id,text_id,timestamp,state_change_valence_pred,state_change_arousal_pred
1,200,2021-06-09T12:41:57.000000,0.3175555555555555,-0.4359578947368421
1,201,2021-06-11T12:01:45.000000,-0.658040404040404,-0.03202729044834318
1,202,2021-06-13T13:15:07.000000,1.3748181818181822,0.28726851851851865
1,203,2021-06-16T12:03:12.000000,0.14156000000000013,-0.2321702898550726
1,204,2021-06-17T12:38:38.000000,,
2,23,2021-06-08T15:11:55.000000,0.31200000000000006,-0.32600000000000007
2,24,2021-06-11T17:10:13.000000,1.7143999999999997,-0.8523999999999999
2,25,2021-06-15T16:35:44.000000,-0.14539999999999997,0.6594
2,22,2021-06-18T15:36:22.000000,0.027000000000000135,-0.26580000000000004
2,34,2022-02-11T12:51:15.000000,-1.2368000000000001,-0.034399999999999986
2,35,2022-02-11T15:01:04.000000,1.2567999999999997,0.3927999999999999
2,36,2022-02-12T20:06:00.000000,-0.2223999999999995,-1.1519999999999997
2,37,2022-02-14T15:01:30.000000,0.06239999999999979,0.0823999999999998
2,38,2022-02-14T20:55:39.000000,-0.15039999999999987,0.7235999999999999
2,39,2022-02-15T15:16:55.000000,-0.10959999999999948,-0.47909999999999997
2,40,2022-02-15T20:02:31.000000,-0.4360000000000004,-0.0797000000000001
2,41,2022-02-16T11:56:54.000000,-1.3104000000000002,1.6122
2,42,2022-02-17T15:03:31.000000,0.2754000000000001,-0.7336666666666666
2,43,2022-02-17T20:01:03.000000,-0.4274,-0.5945333333333335
2,44,2022-02-18T10:16:46.000000,2.1839999999999997,-0.17759999999999998
2,45,2022-02-18T20:07:53.000000,-0.6768000000000001,-0.1552
2,46,2022-02-19T12:49:41.000000,-1.1855999999999995,0.4650000000000001
2,47,2022-02-19T15:05:34.000000,0.6399999999999998,-0.2993999999999999
2,48,2022-02-19T20:03:29.000000,1.2464000000000004,-0.1544000000000001
2,26,2022-02-20T20:02:31.000000,-1.2464000000000004,0.15439999999999987
2,27,2022-02-21T17:00:05.000000,-0.33279999999999976,0.33520000000000005
2,28,2022-02-21T20:34:57.000000,1.3232,-0.2671999999999999
2,29,2022-02-22T15:08:59.000000,-0.03259999999999996,0.4297333333333332
2,30,2022-02-22T20:07:38.000000,-0.16900000000000004,-0.5373333333333332
2,31,2022-02-23T11:03:27.000000,-2.042,0.31899999999999995
2,32,2022-02-23T16:13:47.000000,0.019600000000000006,0.30699999999999994
2,33,2022-02-23T20:01:13.000000,0.784,-0.4375999999999999
2,60,2022-05-12T10:02:00.000000,-0.24559999999999993,0.46709999999999996
2,61,2022-05-12T17:35:00.000000,1.875,0.06699999999999995
2,62,2022-05-12T20:01:00.000000,-0.08939999999999992,-0.20289999999999997
2,63,2022-05-13T10:20:00.000000,0.3039999999999998,0.7071999999999999
2,64,2022-05-13T15:45:00.000000,-0.14800000000000013,-1.3416
2,65,2022-05-13T20:00:00.000000,-0.6515999999999997,0.28779999999999994
2,66,2022-05-14T12:39:00.000000,0.8603999999999998,-0.09739999999999993
2,67,2022-05-14T15:09:00.000000,-0.8503999999999996,-0.4375999999999999
2,68,2022-05-14T20:00:00.000000,0.12959999999999994,0.33279999999999976
2,69,2022-05-15T11:51:00.000000,-1.1016000000000001,1.0818666666666668
2,70,2022-05-15T16:33:00.000000,0.5816000000000001,-0.5442666666666667
2,71,2022-05-15T20:17:00.000000,-0.6640000000000001,-0.32000000000000006
2,72,2022-05-16T10:55:00.000000,0.6367999999999998,-0.01759999999999995
2,73,2022-05-16T15:23:00.000000,1.0672,-0.6399999999999998
2,74,2022-05-16T20:28:00.000000,0.06879999999999997,0.25839999999999974
2,75,2022-05-17T15:22:00.000000,-0.488,-0.34620000000000006
2,76,2022-05-17T20:00:00.000000,0.4320000000000004,0.18940000000000023
2,77,2022-05-18T15:04:00.000000,-0.0047999999999999154,0.2567999999999999
2,78,2022-05-18T20:32:00.000000,-1.9456000000000002,0.2512
2,79,2022-05-19T10:00:00.000000,0.786,-0.5783999999999999
2,80,2022-05-19T15:09:00.000000,-2.6740000000000004,1.1223999999999998
2,81,2022-05-19T20:21:00.000000,0.5424000000000002,-0.11120000000000008
2,82,2022-05-20T11:08:00.000000,-1.4604000000000001,0.5648
2,83,2022-05-20T15:51:00.000000,2.5228,-0.8368000000000001
2,84,2022-05-20T20:00:00.000000,0.6511999999999999,0.04160000000000019
2,49,2022-05-21T15:08:00.000000,1.14,0.3416
2,50,2022-05-21T21:00:00.000000,-0.2599999999999998,-0.35840000000000005
2,51,2022-05-22T10:20:00.000000,-1.0192,-0.6776000000000001
2,52,2022-05-22T20:00:00.000000,-0.9120000000000001,0.6848000000000001
2,53,2022-05-23T10:14:00.000000,-0.5087999999999999,1.0888
2,54,2022-05-23T15:02:00.000000,2.9984,-1.6176
2,55,2022-05-23T20:01:00.000000,-0.28800000000000026,0.8184
2,56,2022-05-24T11:53:00.000000,0.35519999999999996,-0.4848
2,57,2022-05-24T15:34:00.000000,-0.17359999999999998,0.06280000000000008
2,58,2022-05-24T20:00:00.000000,-1.0199999999999998,-0.20600000000000007
2,59,2022-05-25T15:06:00.000000,1.0679999999999998,0.7452
2,100,2022-09-05T20:01:52.000000,-1.1799999999999997,-0.5843999999999999
2,101,2022-09-06T11:51:38.000000,1.19,0.2727999999999998
2,102,2022-09-06T15:03:01.000000,0.16599999999999993,-0.3487999999999998
2,103,2022-09-06T20:00:44.000000,-0.3064,-0.2168000000000001
2,104,2022-09-07T12:22:50.000000,-1.8824,1.7042
2,105,2022-09-07T15:03:55.000000,-0.8331999999999998,-0.19833333333333325
2,106,2022-09-07T20:00:27.000000,2.298,-1.4418666666666666
2,107,2022-09-08T10:03:51.000000,-0.30600000000000005,1.2511999999999999
2,108,2022-09-08T16:56:45.000000,-1.4108,-0.9247999999999998
2,109,2022-09-08T20:00:46.000000,2.0048,-0.2352000000000002
2,110,2022-09-09T11:48:47.000000,0.6280000000000001,1.2200000000000002
2,111,2022-09-09T15:03:05.000000,-0.2749999999999999,-1.0445
2,112,2022-09-09T20:03:17.000000,-2.5962,-0.10910000000000009
2,113,2022-09-10T11:58:39.000000,1.9352000000000003,0.35760000000000003
2,114,2022-09-10T16:09:08.000000,-5.09,0.784
2,115,2022-09-10T20:57:53.000000,4.974,0.8733333333333337
2,116,2022-09-11T10:48:10.000000,-0.8266666666666669,-0.3653333333333335
2,117,2022-09-11T15:02:50.000000,-1.1541333333333332,-1.4488
2,118,2022-09-11T20:43:57.000000,1.3663999999999998,-0.057600000000000096
2,119,2022-09-12T10:05:17.000000,-0.9515999999999998,1.0530666666666666
2,120,2022-09-12T15:15:41.000000,1.1723999999999999,-1.2378666666666667
2,121,2022-09-12T20:03:28.000000,-0.7807999999999998,-0.2832
2,122,2022-09-13T15:21:44.000000,-0.38880000000000003,0.4616
2,123,2022-09-13T20:07:03.000000,0.4768,-0.30879999999999996
2,85,2022-09-14T11:54:08.000000,-0.5936,0.6615999999999999
2,86,2022-09-14T15:26:22.000000,0.9792000000000002,-0.809
2,87,2022-09-14T21:24:50.000000,-0.0464,0.03620000000000001
2,88,2022-09-15T10:14:08.000000,-0.8808000000000002,1.9234666666666667
2,89,2022-09-15T15:00:48.000000,-0.3063999999999999,-1.6210666666666667
