user_id,disposition_change_valence_pred,disposition_change_arousal_pred
64,-0.1989924739099811,0.18050183591340663
89,-0.01807630614999048,-0.08652325819216589
72,1.6066787878787878,0.004248043184885253
163,1.065538095238095,0.11289680451127815
108,-0.3555992920804689,0.2970722332417308
121,1.0163804794914597,0.06773089642453611
179,-0.6983514026351282,-0.42083000101263257
59,0.4473003921568629,-0.17693893056504906
137,1.5932228910453299,0.2319068580542265
24,-0.14650000000000007,-0.44277222222222223
23,0.14530302549113294,0.189799988642809
103,0.12598169906901702,0.11492404662306255
35,-1.8816000000000004,-0.13439999999999985
31,-0.4337531116794542,0.2991585714285715
10,1.8893999999999997,0.08559999999999984
169,-1.663964950385205,0.47284093945629
17,-0.818072603457687,0.007765825672363724
14,-0.8828257342657344,0.4312270935960591
34,0.5182745098039215,-0.5225555555555557
75,1.198649970424686,0.05173522591538893
7,-0.49400000000000044,-0.041529411764705815
11,0.08406943552600832,-0.01401567621583455
68,0.9133421052631578,0.27537719298245616
88,0.10926691821465451,0.3739412102560322
173,1.4908666666666668,0.09467719298245592
87,2.336756140350877,0.10949985754985758
95,-0.9129324025561643,0.14779194049346156
99,0.02019172172856387,0.1163382525534471
79,-0.5306503531556166,0.09396408650734567
51,-1.2226666666666672,0.5333333333333332
78,0.07097373737373713,-0.1622035541752933
90,-0.902769475373112,-0.06406850312650314
6,-1.0915836363636364,0.25915636363636374
76,0.13924319260825024,-0.26108675816214455
86,1.7188105304437564,-0.4728129618163055
45,0.7340446755024571,-0.38320567420476503
58,0.23160085192596935,0.3248916439016376
46,-0.9904,-0.49759999999999993
2,-0.23860522642151838,-0.2503040687776643
158,-0.8566378604619781,-0.0666069540175005
91,-1.3987228294385503,-0.21720923205445408
74,-0.5644430555555555,0.19945692391899295
21,-0.47284523809523793,0.039211682037769036
26,-0.09849463019290261,-0.09291971099427287
152,0.23868528838435987,0.1312178338001867
168,0.5111849077522546,0.09611896030891565
41,1.1785333333333332,0.1627142857142858
141,-0.23699708890143661,0.25190740071522666
66,-1.0286031264367814,-0.5959406868686867
122,-0.5089030585356673,-0.2043307001291783
96,-0.021021366227650384,-0.1280895633692074
150,0.0038828213857400318,-0.0800248785757498
139,-0.09941611175660703,-0.04939888419013416
138,0.5154033500097216,-0.09173851431410784
40,0.061544185457198974,-0.27254675537768536
30,1.6575714285714287,0.46604605263157906
176,1.8491733333333333,-0.03488888888888886
44,-1.0911,0.8430333333333334
140,0.3592670019522959,-0.21950668347034158
142,1.1589165582980872,-0.33447038961038955
3,-0.7784961722488039,0.2287800782148609
180,-0.8838392765089762,0.07147943181818184
71,1.3221753785385122,-0.7595552114552114
124,1.0399238347606088,-0.1019777459534279
127,-0.8987701680672266,-0.06383849172842981
105,-0.23605905695611595,-0.0172736983432924
16,1.1505731235572365,-0.13632116948007822
18,0.4610704761904765,0.2214380952380952
133,0.14115023809523786,0.29820740740740725
80,2.294518901098901,0.9219606718933907
8,-0.200222222222222,0.1892105263157895
128,-0.3923621585187069,-0.38813749081047766
114,-0.19691564625850333,-0.03124285714285721
162,0.9156049222382554,0.5641544613338731
85,0.7088320713587426,-0.2698684346492466
15,0.5293999999999999,0.07476000000000016
106,-0.7630174560080442,0.11911542886851711
1,1.1127564309764315,0.004512548379806192
19,0.734666666666667,-0.00336666666666674
172,-0.5505692659137604,-0.06323977395467484
67,-1.5021515474068412,0.28785954082599235
161,0.2442599150232483,0.07862177477091092
131,0.6760967952703264,-0.0066592939839071885
155,-0.9656126068376069,0.6057729471916973
25,0.41321428571428553,0.15319943977591033
36,-0.07691294937656834,-0.013664724759468894
63,-0.05800226102941153,-0.024257690908146445
171,0.26240295937472147,0.5888041811830735
43,-0.5542756760148062,-0.29504202898550735
126,0.24356089015544735,-0.27450341520981786
38,0.029263291865185836,0.22090651545221573
93,-0.2240698257080609,0.10055026755341501
98,0.4048227849220247,-0.03417443977591039
39,-0.8307666666666664,-0.09081666666666677
62,0.10093824970186427,-0.196418433638811
52,1.64544,-0.0012399999999999078
33,-1.647468266657301,-0.36152965010216875
170,0.38093629514607774,0.06662332011623384
29,-5.1546,0.3758666666666667
4,-0.6722499999999999,-0.16115000000000013
153,0.04335248400304792,0.2806335185589387
42,0.18560235294117655,0.005784162210338728
144,0.49360530285974624,-0.06107457035434016
28,0.019200000000000106,-0.55885
27,0.09598478759580331,0.12508324443433616
54,-0.4774499999999997,-0.1477276190476191
145,0.6461410736987396,-0.24760347911892022
120,0.17858207282913185,0.174819254658385
174,-0.7424917601436134,0.0993985836601241
116,0.32692075700242884,-0.057767691470791305
32,1.2676404416839202,-0.03233569676700121
50,-0.49792474323062574,-0.11691482187116864
147,1.2012948871697677,-0.2204262190735553
146,-0.385148148148148,0.43644388888888874
57,0.8435221070678368,0.11866194593853963
164,-0.37846853408029885,-0.33831800612642715
94,-0.8749411594875104,-0.693194671201814
134,0.32930171858216983,-0.24268478637764368
83,1.0217632770306488,0.29444872872718886
81,0.3838692007797272,-0.12109954502243059
182,1.2884414369256474,-0.4714939740655989
47,0.5033633477633476,-0.29986595238095226
107,-0.20804306135709644,0.4468865410052911
61,-1.4443886446886447,0.6269242409314821
60,-0.193342868542826,-0.2302729210183756
77,1.3590815707384403,-0.26803931398942327
119,0.9912692007797271,0.2396125661375662
125,0.3738518715666746,-0.051597883046861526
167,-0.5742443458957465,0.12420866395374852
113,0.5352522875816993,-0.6522385964912282
109,1.3535679454390452,0.009965874858715584
56,1.0154434206269918,-0.009829202056301445
166,-2.715480701754386,0.17547619047619056
178,0.3128406668479442,-0.24516267059157326
148,1.69076,0.03380000000000016
20,2.0956666666666663,-1.0363333333333333
73,-1.6948585784313723,-0.5547831457431458
