arousal val_MAE,arousal val_MAPE,arousal val_RMSE,arousal val_SMAPE,epoch,step,train_loss_epoch,train_loss_step,val_loss,valence val_MAE,valence val_MAPE,valence val_RMSE,valence val_SMAPE
,,,,0,49,,1.4794275760650635,,,,,
0.5332729816436768,26039880.0,0.6443281173706055,1.0689138174057007,0,63,,,1.5783038139343262,0.6922798156738281,13744812.0,0.9339756965637207,1.0099436044692993
,,,,0,63,1.6936694383621216,,,,,,
,,,,1,99,,1.7131842374801636,,,,,
0.48290231823921204,22999462.0,0.5900623798370361,1.058225154876709,1,127,,,1.3862930536270142,0.5866690278053284,12358153.0,0.796230673789978,0.9412013292312622
,,,,1,127,1.5801717042922974,,,,,,
,,,,2,149,,1.7015650272369385,,,,,
0.4763244390487671,26361422.0,0.5925505757331848,1.0051770210266113,2,191,,,1.3596186637878418,0.5631738305091858,11156203.0,0.7670681476593018,0.9330884218215942
,,,,2,191,1.4896844625473022,,,,,,
,,,,3,199,,1.2945178747177124,,,,,
,,,,3,249,,1.358231782913208,,,,,
0.46289756894111633,17880020.0,0.5571936964988708,1.0985199213027954,3,255,,,1.2856521606445312,0.5639491677284241,10914887.0,0.7284585237503052,0.9485741853713989
,,,,3,255,1.469019889831543,,,,,,
,,,,4,299,,1.2842984199523926,,,,,
0.45702970027923584,17862866.0,0.5532357096672058,1.0901753902435303,4,319,,,1.2141497135162354,0.5017755031585693,9952527.0,0.6609139442443848,0.8755946755409241
,,,,4,319,1.4231929779052734,,,,,,
,,,,5,349,,1.7155120372772217,,,,,
0.45167312026023865,15970104.0,0.5502318739891052,1.117846131324768,5,383,,,1.1386514902114868,0.43155887722969055,9104040.0,0.5884196162223816,0.8297445774078369
,,,,5,383,1.4172714948654175,,,,,,
,,,,6,399,,1.3396708965301514,,,,,
0.40596041083335876,17368696.0,0.5104812979698181,1.0579116344451904,6,447,,,1.148602843284607,0.48972371220588684,11024556.0,0.6381215453147888,0.8717240691184998
,,,,6,447,1.434699296951294,,,,,,
,,,,7,449,,1.4039325714111328,,,,,
,,,,7,499,,1.3841047286987305,,,,,
0.4575395882129669,20174858.0,0.5592226982116699,1.0613384246826172,7,511,,,1.2700304985046387,0.554343044757843,10042664.0,0.7108078002929688,0.9345988035202026
,,,,7,511,1.4220457077026367,,,,,,
,,,,8,549,,1.464216947555542,,,,,
0.43301019072532654,18543694.0,0.5338936448097229,1.0557204484939575,8,575,,,1.2029006481170654,0.5011254549026489,11843934.0,0.6690070629119873,0.8618991374969482
